**********
SEED 1
**********
Iteration 1	 Training error: 0.285917
Iteration 273	 Training error: 0.00400548
Iteration 274	 Training error: 0.00396556
Iteration 275	 Training error: 0.00392634
Iteration 276	 Training error: 0.0038878
Iteration 277	 Training error: 0.00384992
Iteration 278	 Training error: 0.00381269
Iteration 279	 Training error: 0.0037761
Iteration 280	 Training error: 0.00374012
Iteration 281	 Training error: 0.00370475
Iteration 282	 Training error: 0.00366996
Iteration 283	 Training error: 0.00363575
Iteration 284	 Training error: 0.0036021
Iteration 285	 Training error: 0.003569
Iteration 286	 Training error: 0.00353644
Iteration 287	 Training error: 0.0035044
Iteration 288	 Training error: 0.00347288
Iteration 289	 Training error: 0.00344185
Iteration 290	 Training error: 0.00341132
Iteration 291	 Training error: 0.00338126
Iteration 292	 Training error: 0.00335167
Iteration 293	 Training error: 0.00332254
Iteration 294	 Training error: 0.00329386
Iteration 295	 Training error: 0.00326562
Iteration 296	 Training error: 0.0032378
Iteration 297	 Training error: 0.00321041
Iteration 298	 Training error: 0.00318343
Iteration 299	 Training error: 0.00315685
Iteration 300	 Training error: 0.00313066
Iteration 301	 Training error: 0.00310486
Iteration 302	 Training error: 0.00307944
Iteration 303	 Training error: 0.00305438
Iteration 304	 Training error: 0.00302969
Iteration 305	 Training error: 0.00300535
Iteration 306	 Training error: 0.00298137
Iteration 307	 Training error: 0.00295772
Iteration 308	 Training error: 0.0029344
Iteration 309	 Training error: 0.00291142
Iteration 310	 Training error: 0.00288875
Iteration 311	 Training error: 0.0028664
Iteration 312	 Training error: 0.00284436
Iteration 313	 Training error: 0.00282261
Iteration 314	 Training error: 0.00280117
Iteration 315	 Training error: 0.00278002
Iteration 316	 Training error: 0.00275915
Iteration 317	 Training error: 0.00273856
Iteration 318	 Training error: 0.00271824
Iteration 319	 Training error: 0.0026982
Iteration 320	 Training error: 0.00267842
Iteration 321	 Training error: 0.00265889
Iteration 322	 Training error: 0.00263963
Iteration 323	 Training error: 0.00262061
Iteration 324	 Training error: 0.00260184
Iteration 325	 Training error: 0.0025833
Iteration 326	 Training error: 0.00256501
Iteration 327	 Training error: 0.00254694
Iteration 328	 Training error: 0.00252911
Iteration 329	 Training error: 0.0025115
Iteration 330	 Training error: 0.00249411
Iteration 331	 Training error: 0.00247693
Iteration 332	 Training error: 0.00245997
Iteration 333	 Training error: 0.00244321
Iteration 334	 Training error: 0.00242666
Iteration 335	 Training error: 0.00241031
Iteration 336	 Training error: 0.00239416
Iteration 337	 Training error: 0.0023782
Iteration 338	 Training error: 0.00236244
Iteration 339	 Training error: 0.00234686
Iteration 340	 Training error: 0.00233146
Iteration 341	 Training error: 0.00231625
Iteration 342	 Training error: 0.00230122
Iteration 343	 Training error: 0.00228636
Iteration 344	 Training error: 0.00227167
Iteration 345	 Training error: 0.00225716
Iteration 346	 Training error: 0.00224281
Iteration 347	 Training error: 0.00222863
Iteration 348	 Training error: 0.0022146
Iteration 349	 Training error: 0.00220074
Iteration 350	 Training error: 0.00218703
Iteration 351	 Training error: 0.00217348
Iteration 352	 Training error: 0.00216007
Iteration 353	 Training error: 0.00214682
Iteration 354	 Training error: 0.00213371
Iteration 355	 Training error: 0.00212075
Iteration 356	 Training error: 0.00210793
Iteration 357	 Training error: 0.00209525
Iteration 358	 Training error: 0.00208271
Iteration 359	 Training error: 0.0020703
Iteration 360	 Training error: 0.00205803
Iteration 361	 Training error: 0.00204589
Iteration 362	 Training error: 0.00203387
Iteration 363	 Training error: 0.00202199
Iteration 364	 Training error: 0.00201023
Iteration 365	 Training error: 0.00199859
Iteration 366	 Training error: 0.00198708
Iteration 367	 Training error: 0.00197569
Iteration 368	 Training error: 0.00196441
Iteration 369	 Training error: 0.00195325
Iteration 370	 Training error: 0.00194221
Iteration 371	 Training error: 0.00193127
Iteration 372	 Training error: 0.00192045
Iteration 373	 Training error: 0.00190974
Iteration 374	 Training error: 0.00189914
Iteration 375	 Training error: 0.00188865
Iteration 376	 Training error: 0.00187825
Iteration 377	 Training error: 0.00186797
Iteration 378	 Training error: 0.00185778
Iteration 379	 Training error: 0.0018477
Iteration 380	 Training error: 0.00183771
Iteration 381	 Training error: 0.00182783
Iteration 382	 Training error: 0.00181804
Iteration 383	 Training error: 0.00180834
Iteration 384	 Training error: 0.00179874
Iteration 385	 Training error: 0.00178923
Iteration 386	 Training error: 0.00177981
Iteration 387	 Training error: 0.00177049
Iteration 388	 Training error: 0.00176125
Iteration 389	 Training error: 0.00175209
Iteration 390	 Training error: 0.00174303
Iteration 391	 Training error: 0.00173405
Iteration 392	 Training error: 0.00172515
Iteration 393	 Training error: 0.00171634
Iteration 394	 Training error: 0.00170761
Iteration 395	 Training error: 0.00169896
Iteration 396	 Training error: 0.00169039
Iteration 397	 Training error: 0.0016819
Iteration 398	 Training error: 0.00167348
Iteration 399	 Training error: 0.00166515
Iteration 400	 Training error: 0.00165688
Iteration 401	 Training error: 0.0016487
Iteration 402	 Training error: 0.00164058
Iteration 403	 Training error: 0.00163254
Iteration 404	 Training error: 0.00162457
Iteration 405	 Training error: 0.00161667
Iteration 406	 Training error: 0.00160884
Iteration 407	 Training error: 0.00160109
Iteration 408	 Training error: 0.00159339
Iteration 409	 Training error: 0.00158577
Iteration 410	 Training error: 0.00157821
Iteration 411	 Training error: 0.00157072
Iteration 412	 Training error: 0.00156329
Iteration 413	 Training error: 0.00155593
Iteration 414	 Training error: 0.00154863
Iteration 415	 Training error: 0.00154139
Iteration 416	 Training error: 0.00153422
Iteration 417	 Training error: 0.0015271
Iteration 418	 Training error: 0.00152005
Iteration 419	 Training error: 0.00151305
Iteration 420	 Training error: 0.00150612
Iteration 421	 Training error: 0.00149924
Iteration 422	 Training error: 0.00149242
Iteration 423	 Training error: 0.00148565
Iteration 424	 Training error: 0.00147895
Iteration 425	 Training error: 0.00147229
Iteration 426	 Training error: 0.0014657
Iteration 427	 Training error: 0.00145915
Iteration 428	 Training error: 0.00145266
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00144622
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 1.18712 1.31312 -1.02777 
 Neuron 1: -1.74458 -1.60141 -1.33583 
 Neuron 2: 1.92012 -1.95819 2.21983 
 Neuron 3: 0.273078 0.785539 -0.689029 
 Neuron 4: -3.0074 -3.11453 2.90268 
 Neuron 5: 0.0834318 -0.218297 1.39072 
 Neuron 6: 1.00081 -1.01377 1.32651 
 Neuron 7: -0.583664 0.898855 -1.12614 

Layer 2 weights:
 Neuron 0: -0.695451 0.784511 1.02518 0.680307 -1.06975 -2.83691 0.628191 1.01249 0.0636393 
 Neuron 1: 0.48586 0.883686 -0.510092 -0.499217 0.236483 -0.669162 0.571833 -0.364046 -0.542068 
 Neuron 2: -0.901634 0.121494 -0.450419 0.780182 0.933877 0.44523 0.88412 0.436252 0.975837 
 Neuron 3: -0.0068078 -0.405451 0.739078 1.08495 0.250015 -0.396807 0.460827 -0.6818 0.183689 
 Neuron 4: 0.25782 0.331812 -0.00781222 -0.381178 -0.120204 0.342171 0.204895 -0.0849834 -0.608963 
 Neuron 5: 1.44622 -0.517817 -1.07936 -2.53662 0.165557 3.99499 -0.522331 -1.0903 1.71282 
 Neuron 6: -0.475421 -0.389382 -0.0387018 -1.45931 0.928015 1.62081 0.562615 -0.0563408 0.65304 
 Neuron 7: -0.217138 -0.444159 0.76093 0.48623 0.572387 -1.78934 0.944426 0.0841388 0.0938696 

Layer 3 weights:
 Neuron 0: 0.132749 -3.35517 -0.279921 0.0872352 -1.05649 0.327243 5.84966 1.91469 -2.05814 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.959639 
0 -- 0.0341866 
1 -- 0.965155 
0 -- 0.0421063 
We end!! => Final test error: 0.00144622
**********
SEED 3
**********
Iteration 1	 Training error: 0.281788
Iteration 2	 Training error: 0.269561
Iteration 3	 Training error: 0.258333
Iteration 4	 Training error: 0.253654
Iteration 5	 Training error: 0.254123
Iteration 6	 Training error: 0.255467
Iteration 7	 Training error: 0.255414
Iteration 8	 Training error: 0.254228
Iteration 9	 Training error: 0.252994
Iteration 10	 Training error: 0.252307
Iteration 11	 Training error: 0.252069
Iteration 12	 Training error: 0.251949
Iteration 13	 Training error: 0.251759
Iteration 14	 Training error: 0.251503
Iteration 15	 Training error: 0.251254
Iteration 16	 Training error: 0.251049
Iteration 17	 Training error: 0.250874
Iteration 18	 Training error: 0.2507
Iteration 19	 Training error: 0.250512
Iteration 20	 Training error: 0.250314
Iteration 21	 Training error: 0.250114
Iteration 22	 Training error: 0.249918
Iteration 23	 Training error: 0.249728
Iteration 24	 Training error: 0.249541
Iteration 25	 Training error: 0.249355
Iteration 26	 Training error: 0.249171
Iteration 27	 Training error: 0.248987
Iteration 28	 Training error: 0.248803
Iteration 29	 Training error: 0.248618
Iteration 30	 Training error: 0.248432
Iteration 31	 Training error: 0.248244
Iteration 32	 Training error: 0.248055
Iteration 33	 Training error: 0.247863
Iteration 34	 Training error: 0.24767
Iteration 35	 Training error: 0.247476
Iteration 36	 Training error: 0.247279
Iteration 37	 Training error: 0.24708
Iteration 38	 Training error: 0.246878
Iteration 39	 Training error: 0.246674
Iteration 40	 Training error: 0.246467
Iteration 41	 Training error: 0.246256
Iteration 42	 Training error: 0.246041
Iteration 43	 Training error: 0.245823
Iteration 44	 Training error: 0.2456
Iteration 45	 Training error: 0.245373
Iteration 46	 Training error: 0.245141
Iteration 47	 Training error: 0.244904
Iteration 48	 Training error: 0.244662
Iteration 49	 Training error: 0.244414
Iteration 50	 Training error: 0.24416
Iteration 51	 Training error: 0.2439
Iteration 52	 Training error: 0.243633
Iteration 53	 Training error: 0.243359
Iteration 54	 Training error: 0.243078
Iteration 55	 Training error: 0.242789
Iteration 56	 Training error: 0.242491
Iteration 57	 Training error: 0.242185
Iteration 58	 Training error: 0.241869
Iteration 59	 Training error: 0.241544
Iteration 60	 Training error: 0.241209
Iteration 61	 Training error: 0.240863
Iteration 62	 Training error: 0.240506
Iteration 63	 Training error: 0.240138
Iteration 64	 Training error: 0.239757
Iteration 65	 Training error: 0.239362
Iteration 66	 Training error: 0.238955
Iteration 67	 Training error: 0.238533
Iteration 68	 Training error: 0.238096
Iteration 69	 Training error: 0.237643
Iteration 70	 Training error: 0.237174
Iteration 71	 Training error: 0.236687
Iteration 72	 Training error: 0.236182
Iteration 73	 Training error: 0.235658
Iteration 74	 Training error: 0.235114
Iteration 75	 Training error: 0.234549
Iteration 76	 Training error: 0.233961
Iteration 77	 Training error: 0.233351
Iteration 78	 Training error: 0.232715
Iteration 79	 Training error: 0.232055
Iteration 80	 Training error: 0.231367
Iteration 81	 Training error: 0.230651
Iteration 82	 Training error: 0.229906
Iteration 83	 Training error: 0.229129
Iteration 84	 Training error: 0.22832
Iteration 85	 Training error: 0.227477
Iteration 86	 Training error: 0.226597
Iteration 87	 Training error: 0.22568
Iteration 88	 Training error: 0.224723
Iteration 89	 Training error: 0.223725
Iteration 90	 Training error: 0.222683
Iteration 91	 Training error: 0.221596
Iteration 92	 Training error: 0.22046
Iteration 93	 Training error: 0.219275
Iteration 94	 Training error: 0.218037
Iteration 95	 Training error: 0.216744
Iteration 96	 Training error: 0.215393
Iteration 97	 Training error: 0.213983
Iteration 98	 Training error: 0.212509
Iteration 99	 Training error: 0.21097
Iteration 100	 Training error: 0.209362
Iteration 101	 Training error: 0.207682
Iteration 102	 Training error: 0.205928
Iteration 103	 Training error: 0.204096
Iteration 104	 Training error: 0.202184
Iteration 105	 Training error: 0.200188
Iteration 106	 Training error: 0.198105
Iteration 107	 Training error: 0.195932
Iteration 108	 Training error: 0.193667
Iteration 109	 Training error: 0.191306
Iteration 110	 Training error: 0.188847
Iteration 111	 Training error: 0.186287
Iteration 112	 Training error: 0.183624
Iteration 113	 Training error: 0.180856
Iteration 114	 Training error: 0.177981
Iteration 115	 Training error: 0.174998
Iteration 116	 Training error: 0.171907
Iteration 117	 Training error: 0.168707
Iteration 118	 Training error: 0.165399
Iteration 119	 Training error: 0.161984
Iteration 120	 Training error: 0.158463
Iteration 121	 Training error: 0.154841
Iteration 122	 Training error: 0.15112
Iteration 123	 Training error: 0.147306
Iteration 124	 Training error: 0.143405
Iteration 125	 Training error: 0.139422
Iteration 126	 Training error: 0.135368
Iteration 127	 Training error: 0.131251
Iteration 128	 Training error: 0.12708
Iteration 129	 Training error: 0.122869
Iteration 130	 Training error: 0.118628
Iteration 131	 Training error: 0.114371
Iteration 132	 Training error: 0.110112
Iteration 133	 Training error: 0.105865
Iteration 134	 Training error: 0.101644
Iteration 135	 Training error: 0.097463
Iteration 136	 Training error: 0.0933373
Iteration 137	 Training error: 0.0892801
Iteration 138	 Training error: 0.0853043
Iteration 139	 Training error: 0.081422
Iteration 140	 Training error: 0.077644
Iteration 141	 Training error: 0.07398
Iteration 142	 Training error: 0.0704382
Iteration 143	 Training error: 0.0670252
Iteration 144	 Training error: 0.0637463
Iteration 145	 Training error: 0.060605
Iteration 146	 Training error: 0.0576036
Iteration 147	 Training error: 0.0547429
Iteration 148	 Training error: 0.0520225
Iteration 149	 Training error: 0.0494406
Iteration 150	 Training error: 0.0469947
Iteration 151	 Training error: 0.0446815
Iteration 152	 Training error: 0.0424967
Iteration 153	 Training error: 0.0404356
Iteration 154	 Training error: 0.0384934
Iteration 155	 Training error: 0.0366644
Iteration 156	 Training error: 0.0349433
Iteration 157	 Training error: 0.0333245
Iteration 158	 Training error: 0.0318022
Iteration 159	 Training error: 0.0303711
Iteration 160	 Training error: 0.0290256
Iteration 161	 Training error: 0.0277607
Iteration 162	 Training error: 0.0265711
Iteration 163	 Training error: 0.0254522
Iteration 164	 Training error: 0.0243994
Iteration 165	 Training error: 0.0234083
Iteration 166	 Training error: 0.0224748
Iteration 167	 Training error: 0.0215952
Iteration 168	 Training error: 0.0207658
Iteration 169	 Training error: 0.0199833
Iteration 170	 Training error: 0.0192445
Iteration 171	 Training error: 0.0185465
Iteration 172	 Training error: 0.0178866
Iteration 173	 Training error: 0.0172623
Iteration 174	 Training error: 0.0166711
Iteration 175	 Training error: 0.0161111
Iteration 176	 Training error: 0.01558
Iteration 177	 Training error: 0.015076
Iteration 178	 Training error: 0.0145975
Iteration 179	 Training error: 0.0141427
Iteration 180	 Training error: 0.0137102
Iteration 181	 Training error: 0.0132985
Iteration 182	 Training error: 0.0129065
Iteration 183	 Training error: 0.0125328
Iteration 184	 Training error: 0.0121764
Iteration 185	 Training error: 0.0118363
Iteration 186	 Training error: 0.0115114
Iteration 187	 Training error: 0.011201
Iteration 188	 Training error: 0.0109041
Iteration 189	 Training error: 0.0106199
Iteration 190	 Training error: 0.0103478
Iteration 191	 Training error: 0.0100871
Iteration 192	 Training error: 0.00983712
Iteration 193	 Training error: 0.00959732
Iteration 194	 Training error: 0.00936713
Iteration 195	 Training error: 0.00914604
Iteration 196	 Training error: 0.00893357
Iteration 197	 Training error: 0.00872927
Iteration 198	 Training error: 0.00853272
Iteration 199	 Training error: 0.00834353
Iteration 200	 Training error: 0.00816133
Iteration 201	 Training error: 0.00798577
Iteration 202	 Training error: 0.00781652
Iteration 203	 Training error: 0.00765328
Iteration 204	 Training error: 0.00749576
Iteration 205	 Training error: 0.00734368
Iteration 206	 Training error: 0.0071968
Iteration 207	 Training error: 0.00705488
Iteration 208	 Training error: 0.00691767
Iteration 209	 Training error: 0.00678498
Iteration 210	 Training error: 0.0066566
Iteration 211	 Training error: 0.00653234
Iteration 212	 Training error: 0.00641202
Iteration 213	 Training error: 0.00629547
Iteration 214	 Training error: 0.00618252
Iteration 215	 Training error: 0.00607302
Iteration 216	 Training error: 0.00596684
Iteration 217	 Training error: 0.00586383
Iteration 218	 Training error: 0.00576386
Iteration 219	 Training error: 0.0056668
Iteration 220	 Training error: 0.00557255
Iteration 221	 Training error: 0.00548099
Iteration 222	 Training error: 0.00539202
Iteration 223	 Training error: 0.00530553
Iteration 224	 Training error: 0.00522142
Iteration 225	 Training error: 0.00513962
Iteration 226	 Training error: 0.00506002
Iteration 227	 Training error: 0.00498256
Iteration 228	 Training error: 0.00490714
Iteration 229	 Training error: 0.0048337
Iteration 230	 Training error: 0.00476215
Iteration 231	 Training error: 0.00469245
Iteration 232	 Training error: 0.00462451
Iteration 233	 Training error: 0.00455828
Iteration 234	 Training error: 0.0044937
Iteration 235	 Training error: 0.00443071
Iteration 236	 Training error: 0.00436925
Iteration 237	 Training error: 0.00430928
Iteration 238	 Training error: 0.00425074
Iteration 239	 Training error: 0.00419359
Iteration 240	 Training error: 0.00413778
Iteration 241	 Training error: 0.00408326
Iteration 242	 Training error: 0.00403
Iteration 243	 Training error: 0.00397796
Iteration 244	 Training error: 0.00392709
Iteration 245	 Training error: 0.00387736
Iteration 246	 Training error: 0.00382873
Iteration 247	 Training error: 0.00378117
Iteration 248	 Training error: 0.00373465
Iteration 249	 Training error: 0.00368913
Iteration 250	 Training error: 0.00364458
Iteration 251	 Training error: 0.00360099
Iteration 252	 Training error: 0.0035583
Iteration 253	 Training error: 0.00351651
Iteration 254	 Training error: 0.00347558
Iteration 255	 Training error: 0.00343549
Iteration 256	 Training error: 0.00339622
Iteration 257	 Training error: 0.00335773
Iteration 258	 Training error: 0.00332002
Iteration 259	 Training error: 0.00328305
Iteration 260	 Training error: 0.00324681
Iteration 261	 Training error: 0.00321128
Iteration 262	 Training error: 0.00317643
Iteration 263	 Training error: 0.00314226
Iteration 264	 Training error: 0.00310873
Iteration 265	 Training error: 0.00307584
Iteration 266	 Training error: 0.00304356
Iteration 267	 Training error: 0.00301188
Iteration 268	 Training error: 0.00298079
Iteration 269	 Training error: 0.00295026
Iteration 270	 Training error: 0.00292029
Iteration 271	 Training error: 0.00289086
Iteration 272	 Training error: 0.00286196
Iteration 273	 Training error: 0.00283357
Iteration 274	 Training error: 0.00280568
Iteration 275	 Training error: 0.00277828
Iteration 276	 Training error: 0.00275135
Iteration 277	 Training error: 0.00272489
Iteration 278	 Training error: 0.00269889
Iteration 279	 Training error: 0.00267332
Iteration 280	 Training error: 0.00264818
Iteration 281	 Training error: 0.00262347
Iteration 282	 Training error: 0.00259917
Iteration 283	 Training error: 0.00257527
Iteration 284	 Training error: 0.00255176
Iteration 285	 Training error: 0.00252863
Iteration 286	 Training error: 0.00250588
Iteration 287	 Training error: 0.00248349
Iteration 288	 Training error: 0.00246146
Iteration 289	 Training error: 0.00243978
Iteration 290	 Training error: 0.00241844
Iteration 291	 Training error: 0.00239743
Iteration 292	 Training error: 0.00237676
Iteration 293	 Training error: 0.0023564
Iteration 294	 Training error: 0.00233635
Iteration 295	 Training error: 0.00231661
Iteration 296	 Training error: 0.00229716
Iteration 297	 Training error: 0.00227801
Iteration 298	 Training error: 0.00225914
Iteration 299	 Training error: 0.00224056
Iteration 300	 Training error: 0.00222225
Iteration 301	 Training error: 0.00220421
Iteration 302	 Training error: 0.00218643
Iteration 303	 Training error: 0.0021689
Iteration 304	 Training error: 0.00215163
Iteration 305	 Training error: 0.00213461
Iteration 306	 Training error: 0.00211783
Iteration 307	 Training error: 0.00210128
Iteration 308	 Training error: 0.00208497
Iteration 309	 Training error: 0.00206889
Iteration 310	 Training error: 0.00205303
Iteration 311	 Training error: 0.00203738
Iteration 312	 Training error: 0.00202195
Iteration 313	 Training error: 0.00200674
Iteration 314	 Training error: 0.00199172
Iteration 315	 Training error: 0.00197691
Iteration 316	 Training error: 0.0019623
Iteration 317	 Training error: 0.00194789
Iteration 318	 Training error: 0.00193366
Iteration 319	 Training error: 0.00191962
Iteration 320	 Training error: 0.00190577
Iteration 321	 Training error: 0.00189209
Iteration 322	 Training error: 0.00187859
Iteration 323	 Training error: 0.00186527
Iteration 324	 Training error: 0.00185212
Iteration 325	 Training error: 0.00183913
Iteration 326	 Training error: 0.00182631
Iteration 327	 Training error: 0.00181365
Iteration 328	 Training error: 0.00180115
Iteration 329	 Training error: 0.0017888
Iteration 330	 Training error: 0.00177661
Iteration 331	 Training error: 0.00176456
Iteration 332	 Training error: 0.00175267
Iteration 333	 Training error: 0.00174092
Iteration 334	 Training error: 0.00172931
Iteration 335	 Training error: 0.00171784
Iteration 336	 Training error: 0.00170651
Iteration 337	 Training error: 0.00169532
Iteration 338	 Training error: 0.00168425
Iteration 339	 Training error: 0.00167332
Iteration 340	 Training error: 0.00166252
Iteration 341	 Training error: 0.00165184
Iteration 342	 Training error: 0.00164129
Iteration 343	 Training error: 0.00163086
Iteration 344	 Training error: 0.00162055
Iteration 345	 Training error: 0.00161036
Iteration 346	 Training error: 0.00160028
Iteration 347	 Training error: 0.00159032
Iteration 348	 Training error: 0.00158047
Iteration 349	 Training error: 0.00157073
Iteration 350	 Training error: 0.0015611
Iteration 351	 Training error: 0.00155158
Iteration 352	 Training error: 0.00154216
Iteration 353	 Training error: 0.00153285
Iteration 354	 Training error: 0.00152364
Iteration 355	 Training error: 0.00151453
Iteration 356	 Training error: 0.00150552
Iteration 357	 Training error: 0.0014966
Iteration 358	 Training error: 0.00148778
Iteration 359	 Training error: 0.00147906
Iteration 360	 Training error: 0.00147043
Iteration 361	 Training error: 0.00146189
Iteration 362	 Training error: 0.00145344
Iteration 363	 Training error: 0.00144508
Iteration 364	 Training error: 0.00143681
Iteration 365	 Training error: 0.00142862
Iteration 366	 Training error: 0.00142052
Iteration 367	 Training error: 0.0014125
Iteration 368	 Training error: 0.00140456
Iteration 369	 Training error: 0.00139671
Iteration 370	 Training error: 0.00138893
Iteration 371	 Training error: 0.00138124
Iteration 372	 Training error: 0.00137362
Iteration 373	 Training error: 0.00136608
Iteration 374	 Training error: 0.00135861
Iteration 375	 Training error: 0.00135122
Iteration 376	 Training error: 0.0013439
Iteration 377	 Training error: 0.00133665
Iteration 378	 Training error: 0.00132948
Iteration 379	 Training error: 0.00132237
Iteration 380	 Training error: 0.00131533
Iteration 381	 Training error: 0.00130837
Iteration 382	 Training error: 0.00130147
Iteration 383	 Training error: 0.00129463
Iteration 384	 Training error: 0.00128786
Iteration 385	 Training error: 0.00128116
Iteration 386	 Training error: 0.00127452
Iteration 387	 Training error: 0.00126794
Iteration 388	 Training error: 0.00126143
Iteration 389	 Training error: 0.00125497
Iteration 390	 Training error: 0.00124858
Iteration 391	 Training error: 0.00124224
Iteration 392	 Training error: 0.00123597
Iteration 393	 Training error: 0.00122975
Iteration 394	 Training error: 0.00122359
Iteration 395	 Training error: 0.00121748
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00121143
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 0.0519976 -0.549116 0.0514245 
 Neuron 1: -1.00672 -1.27109 -0.890914 
 Neuron 2: 0.629742 1.07721 0.662331 
 Neuron 3: -2.37802 -2.27596 2.30472 
 Neuron 4: -2.38706 2.07899 2.44385 
 Neuron 5: 1.92605 -2.24992 2.20194 
 Neuron 6: -1.79449 -1.75628 -1.38428 
 Neuron 7: -0.972031 -0.889069 0.855316 

Layer 2 weights:
 Neuron 0: -1.4276 0.653694 0.479517 -0.576969 -1.84697 2.23329 1.78419 1.34484 -1.00866 
 Neuron 1: 0.457512 -0.121798 -0.0237863 0.255269 1.29937 -1.14271 -0.835497 -1.11792 -0.192799 
 Neuron 2: -0.497651 -0.727383 1.18711 -0.676282 -2.05677 1.78225 1.7988 -0.02033 -0.534841 
 Neuron 3: 0.224241 0.33339 -0.0686094 0.833767 1.19551 -1.48607 -1.14228 -1.10946 0.321709 
 Neuron 4: -0.902991 0.778611 -0.469211 -0.741401 -0.965324 0.0716834 0.229813 -0.246253 -0.477149 
 Neuron 5: 0.164929 -0.0309703 -0.469592 -1.22474 -1.19278 0.554505 1.25255 0.906142 -0.24081 
 Neuron 6: 0.618456 0.283884 -0.190164 -0.680238 0.94491 0.0331059 -0.788373 -0.788047 0.0263833 
 Neuron 7: 0.507067 -0.0270116 0.169161 -0.537265 0.208339 -0.251903 -0.305505 0.223849 0.00887698 

Layer 3 weights:
 Neuron 0: 1.37706 -3.86064 2.39405 -3.22753 2.91385 -0.33026 -1.67572 1.46844 0.511954 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.960605 
0 -- 0.0335205 
1 -- 0.969457 
0 -- 0.0351741 
We end!! => Final test error: 0.00121143
**********
SEED 4
**********
Iteration 1	 Training error: 0.253026
Iteration 2	 Training error: 0.252317
Iteration 3	 Training error: 0.252642
Iteration 4	 Training error: 0.252675
Iteration 5	 Training error: 0.252291
Iteration 6	 Training error: 0.251954
Iteration 7	 Training error: 0.251864
Iteration 8	 Training error: 0.251865
Iteration 9	 Training error: 0.251788
Iteration 10	 Training error: 0.251627
Iteration 11	 Training error: 0.251458
Iteration 12	 Training error: 0.251324
Iteration 13	 Training error: 0.25122
Iteration 14	 Training error: 0.251125
Iteration 15	 Training error: 0.251034
Iteration 16	 Training error: 0.250949
Iteration 17	 Training error: 0.250869
Iteration 18	 Training error: 0.250789
Iteration 19	 Training error: 0.250705
Iteration 20	 Training error: 0.25062
Iteration 21	 Training error: 0.250534
Iteration 22	 Training error: 0.250451
Iteration 23	 Training error: 0.25037
Iteration 24	 Training error: 0.250293
Iteration 25	 Training error: 0.250217
Iteration 26	 Training error: 0.250143
Iteration 27	 Training error: 0.25007
Iteration 28	 Training error: 0.249997
Iteration 29	 Training error: 0.249925
Iteration 30	 Training error: 0.249853
Iteration 31	 Training error: 0.249781
Iteration 32	 Training error: 0.24971
Iteration 33	 Training error: 0.24964
Iteration 34	 Training error: 0.24957
Iteration 35	 Training error: 0.249501
Iteration 36	 Training error: 0.249432
Iteration 37	 Training error: 0.249364
Iteration 38	 Training error: 0.249296
Iteration 39	 Training error: 0.249227
Iteration 40	 Training error: 0.249159
Iteration 41	 Training error: 0.249091
Iteration 42	 Training error: 0.249022
Iteration 43	 Training error: 0.248954
Iteration 44	 Training error: 0.248885
Iteration 45	 Training error: 0.248816
Iteration 46	 Training error: 0.248747
Iteration 47	 Training error: 0.248678
Iteration 48	 Training error: 0.248608
Iteration 49	 Training error: 0.248537
Iteration 50	 Training error: 0.248466
Iteration 51	 Training error: 0.248395
Iteration 52	 Training error: 0.248323
Iteration 53	 Training error: 0.24825
Iteration 54	 Training error: 0.248177
Iteration 55	 Training error: 0.248102
Iteration 56	 Training error: 0.248027
Iteration 57	 Training error: 0.247951
Iteration 58	 Training error: 0.247874
Iteration 59	 Training error: 0.247796
Iteration 60	 Training error: 0.247716
Iteration 61	 Training error: 0.247636
Iteration 62	 Training error: 0.247554
Iteration 63	 Training error: 0.247471
Iteration 64	 Training error: 0.247387
Iteration 65	 Training error: 0.247301
Iteration 66	 Training error: 0.247214
Iteration 67	 Training error: 0.247125
Iteration 68	 Training error: 0.247034
Iteration 69	 Training error: 0.246942
Iteration 70	 Training error: 0.246848
Iteration 71	 Training error: 0.246752
Iteration 72	 Training error: 0.246654
Iteration 73	 Training error: 0.246554
Iteration 74	 Training error: 0.246451
Iteration 75	 Training error: 0.246347
Iteration 76	 Training error: 0.24624
Iteration 77	 Training error: 0.246131
Iteration 78	 Training error: 0.246019
Iteration 79	 Training error: 0.245904
Iteration 80	 Training error: 0.245787
Iteration 81	 Training error: 0.245667
Iteration 82	 Training error: 0.245544
Iteration 83	 Training error: 0.245418
Iteration 84	 Training error: 0.245288
Iteration 85	 Training error: 0.245156
Iteration 86	 Training error: 0.24502
Iteration 87	 Training error: 0.24488
Iteration 88	 Training error: 0.244737
Iteration 89	 Training error: 0.244589
Iteration 90	 Training error: 0.244438
Iteration 91	 Training error: 0.244283
Iteration 92	 Training error: 0.244123
Iteration 93	 Training error: 0.243959
Iteration 94	 Training error: 0.24379
Iteration 95	 Training error: 0.243617
Iteration 96	 Training error: 0.243438
Iteration 97	 Training error: 0.243254
Iteration 98	 Training error: 0.243065
Iteration 99	 Training error: 0.242871
