**********
SEED 1
**********
Iteration 1	 Training error: 0.282523
Iteration 278	 Training error: 0.00399517
Iteration 279	 Training error: 0.00396946
Iteration 280	 Training error: 0.00394406
Iteration 281	 Training error: 0.00391895
Iteration 282	 Training error: 0.00389413
Iteration 283	 Training error: 0.00386959
Iteration 284	 Training error: 0.00384533
Iteration 285	 Training error: 0.00382134
Iteration 286	 Training error: 0.00379762
Iteration 287	 Training error: 0.00377417
Iteration 288	 Training error: 0.00375098
Iteration 289	 Training error: 0.00372805
Iteration 290	 Training error: 0.00370537
Iteration 291	 Training error: 0.00368294
Iteration 292	 Training error: 0.00366075
Iteration 293	 Training error: 0.00363881
Iteration 294	 Training error: 0.0036171
Iteration 295	 Training error: 0.00359563
Iteration 296	 Training error: 0.00357439
Iteration 297	 Training error: 0.00355337
Iteration 298	 Training error: 0.00353258
Iteration 299	 Training error: 0.00351201
Iteration 300	 Training error: 0.00349166
Iteration 301	 Training error: 0.00347152
Iteration 302	 Training error: 0.00345158
Iteration 303	 Training error: 0.00343186
Iteration 304	 Training error: 0.00341234
Iteration 305	 Training error: 0.00339302
Iteration 306	 Training error: 0.0033739
Iteration 307	 Training error: 0.00335498
Iteration 308	 Training error: 0.00333625
Iteration 309	 Training error: 0.00331771
Iteration 310	 Training error: 0.00329935
Iteration 311	 Training error: 0.00328118
Iteration 312	 Training error: 0.00326319
Iteration 313	 Training error: 0.00324538
Iteration 314	 Training error: 0.00322774
Iteration 315	 Training error: 0.00321028
Iteration 316	 Training error: 0.00319299
Iteration 317	 Training error: 0.00317587
Iteration 318	 Training error: 0.00315892
Iteration 319	 Training error: 0.00314213
Iteration 320	 Training error: 0.00312551
Iteration 321	 Training error: 0.00310904
Iteration 322	 Training error: 0.00309273
Iteration 323	 Training error: 0.00307658
Iteration 324	 Training error: 0.00306058
Iteration 325	 Training error: 0.00304473
Iteration 326	 Training error: 0.00302903
Iteration 327	 Training error: 0.00301348
Iteration 328	 Training error: 0.00299807
Iteration 329	 Training error: 0.00298281
Iteration 330	 Training error: 0.00296769
Iteration 331	 Training error: 0.00295271
Iteration 332	 Training error: 0.00293786
Iteration 333	 Training error: 0.00292315
Iteration 334	 Training error: 0.00290858
Iteration 335	 Training error: 0.00289414
Iteration 336	 Training error: 0.00287983
Iteration 337	 Training error: 0.00286565
Iteration 338	 Training error: 0.00285159
Iteration 339	 Training error: 0.00283766
Iteration 340	 Training error: 0.00282386
Iteration 341	 Training error: 0.00281017
Iteration 342	 Training error: 0.00279661
Iteration 343	 Training error: 0.00278317
Iteration 344	 Training error: 0.00276985
Iteration 345	 Training error: 0.00275664
Iteration 346	 Training error: 0.00274355
Iteration 347	 Training error: 0.00273057
Iteration 348	 Training error: 0.0027177
Iteration 349	 Training error: 0.00270495
Iteration 350	 Training error: 0.0026923
Iteration 351	 Training error: 0.00267976
Iteration 352	 Training error: 0.00266733
Iteration 353	 Training error: 0.002655
Iteration 354	 Training error: 0.00264278
Iteration 355	 Training error: 0.00263066
Iteration 356	 Training error: 0.00261864
Iteration 357	 Training error: 0.00260673
Iteration 358	 Training error: 0.00259491
Iteration 359	 Training error: 0.00258319
Iteration 360	 Training error: 0.00257156
Iteration 361	 Training error: 0.00256004
Iteration 362	 Training error: 0.0025486
Iteration 363	 Training error: 0.00253726
Iteration 364	 Training error: 0.00252602
Iteration 365	 Training error: 0.00251486
Iteration 366	 Training error: 0.0025038
Iteration 367	 Training error: 0.00249282
Iteration 368	 Training error: 0.00248193
Iteration 369	 Training error: 0.00247113
Iteration 370	 Training error: 0.00246041
Iteration 371	 Training error: 0.00244978
Iteration 372	 Training error: 0.00243924
Iteration 373	 Training error: 0.00242878
Iteration 374	 Training error: 0.0024184
Iteration 375	 Training error: 0.0024081
Iteration 376	 Training error: 0.00239788
Iteration 377	 Training error: 0.00238774
Iteration 378	 Training error: 0.00237768
Iteration 379	 Training error: 0.0023677
Iteration 380	 Training error: 0.00235779
Iteration 381	 Training error: 0.00234796
Iteration 382	 Training error: 0.00233821
Iteration 383	 Training error: 0.00232853
Iteration 384	 Training error: 0.00231892
Iteration 385	 Training error: 0.00230939
Iteration 386	 Training error: 0.00229993
Iteration 387	 Training error: 0.00229054
Iteration 388	 Training error: 0.00228122
Iteration 389	 Training error: 0.00227197
Iteration 390	 Training error: 0.00226279
Iteration 391	 Training error: 0.00225367
Iteration 392	 Training error: 0.00224463
Iteration 393	 Training error: 0.00223565
Iteration 394	 Training error: 0.00222674
Iteration 395	 Training error: 0.00221789
Iteration 396	 Training error: 0.00220911
Iteration 397	 Training error: 0.00220039
Iteration 398	 Training error: 0.00219173
Iteration 399	 Training error: 0.00218314
Iteration 400	 Training error: 0.00217461
Iteration 401	 Training error: 0.00216614
Iteration 402	 Training error: 0.00215773
Iteration 403	 Training error: 0.00214938
Iteration 404	 Training error: 0.00214109
Iteration 405	 Training error: 0.00213286
Iteration 406	 Training error: 0.00212469
Iteration 407	 Training error: 0.00211657
Iteration 408	 Training error: 0.00210852
Iteration 409	 Training error: 0.00210051
Iteration 410	 Training error: 0.00209257
Iteration 411	 Training error: 0.00208468
Iteration 412	 Training error: 0.00207684
Iteration 413	 Training error: 0.00206906
Iteration 414	 Training error: 0.00206134
Iteration 415	 Training error: 0.00205366
Iteration 416	 Training error: 0.00204604
Iteration 417	 Training error: 0.00203847
Iteration 418	 Training error: 0.00203095
Iteration 419	 Training error: 0.00202349
Iteration 420	 Training error: 0.00201607
Iteration 421	 Training error: 0.00200871
Iteration 422	 Training error: 0.00200139
Iteration 423	 Training error: 0.00199412
Iteration 424	 Training error: 0.00198691
Iteration 425	 Training error: 0.00197974
Iteration 426	 Training error: 0.00197261
Iteration 427	 Training error: 0.00196554
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00195851
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: -1.33846 1.61013 -1.36241 
 Neuron 1: -1.00405 -0.8641 1.10041 
 Neuron 2: 1.37497 -1.65535 1.3731 
 Neuron 3: 2.88237 2.85919 -3.0217 
 Neuron 4: 1.48871 -1.74342 1.521 
 Neuron 5: -1.97375 -1.94541 2.16184 
 Neuron 6: 1.3816 -1.01288 -1.03673 
 Neuron 7: -2.26258 2.44458 -2.24316 

Layer 2 weights:
 Neuron 0: 1.14464 2.27671 1.52235 -1.51022 -4.73576 -1.76253 3.08312 1.83874 4.00891 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.955119 
0 -- 0.0472938 
1 -- 0.954107 
0 -- 0.0384306 
We end!! => Final test error: 0.00195851
**********
SEED 3
**********
Iteration 1	 Training error: 0.249984
Iteration 2	 Training error: 0.249654
Iteration 3	 Training error: 0.249233
Iteration 4	 Training error: 0.248654
Iteration 5	 Training error: 0.247955
Iteration 6	 Training error: 0.247211
Iteration 7	 Training error: 0.24647
Iteration 8	 Training error: 0.245738
Iteration 9	 Training error: 0.245004
Iteration 10	 Training error: 0.244256
Iteration 11	 Training error: 0.243494
Iteration 12	 Training error: 0.242723
Iteration 13	 Training error: 0.241944
Iteration 14	 Training error: 0.241155
Iteration 15	 Training error: 0.240354
Iteration 16	 Training error: 0.239535
Iteration 17	 Training error: 0.238694
Iteration 18	 Training error: 0.237829
Iteration 19	 Training error: 0.236936
Iteration 20	 Training error: 0.236011
Iteration 21	 Training error: 0.235051
Iteration 22	 Training error: 0.234053
Iteration 23	 Training error: 0.233013
Iteration 24	 Training error: 0.231929
Iteration 25	 Training error: 0.230798
Iteration 26	 Training error: 0.229617
Iteration 27	 Training error: 0.228384
Iteration 28	 Training error: 0.227094
Iteration 29	 Training error: 0.225745
Iteration 30	 Training error: 0.224335
Iteration 31	 Training error: 0.22286
Iteration 32	 Training error: 0.221317
Iteration 33	 Training error: 0.219704
Iteration 34	 Training error: 0.218019
Iteration 35	 Training error: 0.216258
Iteration 36	 Training error: 0.21442
Iteration 37	 Training error: 0.212502
Iteration 38	 Training error: 0.210503
Iteration 39	 Training error: 0.20842
Iteration 40	 Training error: 0.206253
Iteration 41	 Training error: 0.204001
Iteration 42	 Training error: 0.201662
Iteration 43	 Training error: 0.199236
Iteration 44	 Training error: 0.196723
Iteration 45	 Training error: 0.194123
Iteration 46	 Training error: 0.191438
Iteration 47	 Training error: 0.188669
Iteration 48	 Training error: 0.185818
Iteration 49	 Training error: 0.182886
Iteration 50	 Training error: 0.179878
Iteration 51	 Training error: 0.176796
Iteration 52	 Training error: 0.173645
Iteration 53	 Training error: 0.170429
Iteration 54	 Training error: 0.167153
Iteration 55	 Training error: 0.163823
Iteration 56	 Training error: 0.160444
Iteration 57	 Training error: 0.157024
Iteration 58	 Training error: 0.153569
Iteration 59	 Training error: 0.150086
Iteration 60	 Training error: 0.146582
Iteration 61	 Training error: 0.143066
Iteration 62	 Training error: 0.139543
Iteration 63	 Training error: 0.136023
Iteration 64	 Training error: 0.132513
Iteration 65	 Training error: 0.12902
Iteration 66	 Training error: 0.125551
Iteration 67	 Training error: 0.122113
Iteration 68	 Training error: 0.118713
Iteration 69	 Training error: 0.115357
Iteration 70	 Training error: 0.112051
Iteration 71	 Training error: 0.108799
Iteration 72	 Training error: 0.105608
Iteration 73	 Training error: 0.10248
Iteration 74	 Training error: 0.0994207
Iteration 75	 Training error: 0.0964319
Iteration 76	 Training error: 0.0935167
Iteration 77	 Training error: 0.0906771
Iteration 78	 Training error: 0.0879149
Iteration 79	 Training error: 0.0852311
Iteration 80	 Training error: 0.0826265
Iteration 81	 Training error: 0.0801014
Iteration 82	 Training error: 0.0776557
Iteration 83	 Training error: 0.075289
Iteration 84	 Training error: 0.0730006
Iteration 85	 Training error: 0.0707895
Iteration 86	 Training error: 0.0686545
Iteration 87	 Training error: 0.0665942
Iteration 88	 Training error: 0.064607
Iteration 89	 Training error: 0.0626911
Iteration 90	 Training error: 0.0608447
Iteration 91	 Training error: 0.0590658
Iteration 92	 Training error: 0.0573526
Iteration 93	 Training error: 0.0557028
Iteration 94	 Training error: 0.0541145
Iteration 95	 Training error: 0.0525856
Iteration 96	 Training error: 0.0511139
Iteration 97	 Training error: 0.0496974
Iteration 98	 Training error: 0.0483341
Iteration 99	 Training error: 0.0470219
Iteration 100	 Training error: 0.0457588
Iteration 101	 Training error: 0.044543
Iteration 102	 Training error: 0.0433725
Iteration 103	 Training error: 0.0422455
Iteration 104	 Training error: 0.0411602
Iteration 105	 Training error: 0.040115
Iteration 106	 Training error: 0.0391081
Iteration 107	 Training error: 0.038138
Iteration 108	 Training error: 0.0372031
Iteration 109	 Training error: 0.0363019
Iteration 110	 Training error: 0.035433
Iteration 111	 Training error: 0.0345951
Iteration 112	 Training error: 0.0337869
Iteration 113	 Training error: 0.0330071
Iteration 114	 Training error: 0.0322544
Iteration 115	 Training error: 0.0315278
Iteration 116	 Training error: 0.0308262
Iteration 117	 Training error: 0.0301484
Iteration 118	 Training error: 0.0294936
Iteration 119	 Training error: 0.0288608
Iteration 120	 Training error: 0.0282489
Iteration 121	 Training error: 0.0276573
Iteration 122	 Training error: 0.0270849
Iteration 123	 Training error: 0.0265312
Iteration 124	 Training error: 0.0259952
Iteration 125	 Training error: 0.0254763
Iteration 126	 Training error: 0.0249737
Iteration 127	 Training error: 0.0244869
Iteration 128	 Training error: 0.0240151
Iteration 129	 Training error: 0.0235579
Iteration 130	 Training error: 0.0231146
Iteration 131	 Training error: 0.0226846
Iteration 132	 Training error: 0.0222675
Iteration 133	 Training error: 0.0218627
Iteration 134	 Training error: 0.0214699
Iteration 135	 Training error: 0.0210884
Iteration 136	 Training error: 0.020718
Iteration 137	 Training error: 0.0203581
Iteration 138	 Training error: 0.0200084
Iteration 139	 Training error: 0.0196686
Iteration 140	 Training error: 0.0193381
Iteration 141	 Training error: 0.0190168
Iteration 142	 Training error: 0.0187042
Iteration 143	 Training error: 0.0184001
Iteration 144	 Training error: 0.0181042
Iteration 145	 Training error: 0.0178161
Iteration 146	 Training error: 0.0175356
Iteration 147	 Training error: 0.0172624
Iteration 148	 Training error: 0.0169962
Iteration 149	 Training error: 0.0167369
Iteration 150	 Training error: 0.0164842
Iteration 151	 Training error: 0.0162378
Iteration 152	 Training error: 0.0159976
Iteration 153	 Training error: 0.0157633
Iteration 154	 Training error: 0.0155348
Iteration 155	 Training error: 0.0153118
Iteration 156	 Training error: 0.0150942
Iteration 157	 Training error: 0.0148818
Iteration 158	 Training error: 0.0146745
Iteration 159	 Training error: 0.014472
Iteration 160	 Training error: 0.0142742
Iteration 161	 Training error: 0.014081
Iteration 162	 Training error: 0.0138922
Iteration 163	 Training error: 0.0137077
Iteration 164	 Training error: 0.0135274
Iteration 165	 Training error: 0.0133511
Iteration 166	 Training error: 0.0131787
Iteration 167	 Training error: 0.0130101
Iteration 168	 Training error: 0.0128451
Iteration 169	 Training error: 0.0126837
Iteration 170	 Training error: 0.0125258
Iteration 171	 Training error: 0.0123713
Iteration 172	 Training error: 0.01222
Iteration 173	 Training error: 0.0120719
Iteration 174	 Training error: 0.0119268
Iteration 175	 Training error: 0.0117848
Iteration 176	 Training error: 0.0116456
Iteration 177	 Training error: 0.0115093
Iteration 178	 Training error: 0.0113757
Iteration 179	 Training error: 0.0112448
Iteration 180	 Training error: 0.0111165
Iteration 181	 Training error: 0.0109907
Iteration 182	 Training error: 0.0108673
Iteration 183	 Training error: 0.0107464
Iteration 184	 Training error: 0.0106278
Iteration 185	 Training error: 0.0105114
Iteration 186	 Training error: 0.0103973
Iteration 187	 Training error: 0.0102853
Iteration 188	 Training error: 0.0101754
Iteration 189	 Training error: 0.0100675
Iteration 190	 Training error: 0.0099616
Iteration 191	 Training error: 0.00985765
Iteration 192	 Training error: 0.00975558
Iteration 193	 Training error: 0.00965536
Iteration 194	 Training error: 0.00955693
Iteration 195	 Training error: 0.00946025
Iteration 196	 Training error: 0.00936527
Iteration 197	 Training error: 0.00927195
Iteration 198	 Training error: 0.00918026
Iteration 199	 Training error: 0.00909016
Iteration 200	 Training error: 0.0090016
Iteration 201	 Training error: 0.00891455
Iteration 202	 Training error: 0.00882897
Iteration 203	 Training error: 0.00874483
Iteration 204	 Training error: 0.0086621
Iteration 205	 Training error: 0.00858074
Iteration 206	 Training error: 0.00850072
Iteration 207	 Training error: 0.00842201
Iteration 208	 Training error: 0.00834458
Iteration 209	 Training error: 0.0082684
Iteration 210	 Training error: 0.00819344
Iteration 211	 Training error: 0.00811968
Iteration 212	 Training error: 0.00804709
Iteration 213	 Training error: 0.00797564
Iteration 214	 Training error: 0.00790531
Iteration 215	 Training error: 0.00783607
Iteration 216	 Training error: 0.0077679
Iteration 217	 Training error: 0.00770078
Iteration 218	 Training error: 0.00763468
Iteration 219	 Training error: 0.00756958
Iteration 220	 Training error: 0.00750547
Iteration 221	 Training error: 0.00744231
Iteration 222	 Training error: 0.0073801
Iteration 223	 Training error: 0.00731881
Iteration 224	 Training error: 0.00725841
Iteration 225	 Training error: 0.0071989
Iteration 226	 Training error: 0.00714026
Iteration 227	 Training error: 0.00708246
Iteration 228	 Training error: 0.00702549
Iteration 229	 Training error: 0.00696933
Iteration 230	 Training error: 0.00691398
Iteration 231	 Training error: 0.0068594
Iteration 232	 Training error: 0.00680559
Iteration 233	 Training error: 0.00675252
Iteration 234	 Training error: 0.0067002
Iteration 235	 Training error: 0.00664859
Iteration 236	 Training error: 0.00659769
Iteration 237	 Training error: 0.00654749
Iteration 238	 Training error: 0.00649797
Iteration 239	 Training error: 0.00644911
Iteration 240	 Training error: 0.00640091
Iteration 241	 Training error: 0.00635335
Iteration 242	 Training error: 0.00630642
Iteration 243	 Training error: 0.00626011
Iteration 244	 Training error: 0.00621441
Iteration 245	 Training error: 0.0061693
Iteration 246	 Training error: 0.00612477
Iteration 247	 Training error: 0.00608083
Iteration 248	 Training error: 0.00603744
Iteration 249	 Training error: 0.00599461
Iteration 250	 Training error: 0.00595232
Iteration 251	 Training error: 0.00591057
Iteration 252	 Training error: 0.00586934
Iteration 253	 Training error: 0.00582862
Iteration 254	 Training error: 0.00578841
Iteration 255	 Training error: 0.0057487
Iteration 256	 Training error: 0.00570948
Iteration 257	 Training error: 0.00567073
Iteration 258	 Training error: 0.00563246
Iteration 259	 Training error: 0.00559465
Iteration 260	 Training error: 0.0055573
Iteration 261	 Training error: 0.00552039
Iteration 262	 Training error: 0.00548392
Iteration 263	 Training error: 0.00544789
Iteration 264	 Training error: 0.00541228
Iteration 265	 Training error: 0.00537709
Iteration 266	 Training error: 0.00534231
Iteration 267	 Training error: 0.00530794
Iteration 268	 Training error: 0.00527396
Iteration 269	 Training error: 0.00524038
Iteration 270	 Training error: 0.00520718
Iteration 271	 Training error: 0.00517436
Iteration 272	 Training error: 0.00514191
Iteration 273	 Training error: 0.00510983
Iteration 274	 Training error: 0.00507811
Iteration 275	 Training error: 0.00504674
Iteration 276	 Training error: 0.00501572
Iteration 277	 Training error: 0.00498505
Iteration 278	 Training error: 0.00495471
Iteration 279	 Training error: 0.00492471
Iteration 280	 Training error: 0.00489504
Iteration 281	 Training error: 0.00486569
Iteration 282	 Training error: 0.00483665
Iteration 283	 Training error: 0.00480793
Iteration 284	 Training error: 0.00477952
Iteration 285	 Training error: 0.00475141
Iteration 286	 Training error: 0.0047236
Iteration 287	 Training error: 0.00469608
Iteration 288	 Training error: 0.00466885
Iteration 289	 Training error: 0.00464191
Iteration 290	 Training error: 0.00461525
Iteration 291	 Training error: 0.00458887
Iteration 292	 Training error: 0.00456276
Iteration 293	 Training error: 0.00453692
Iteration 294	 Training error: 0.00451134
Iteration 295	 Training error: 0.00448603
Iteration 296	 Training error: 0.00446097
Iteration 297	 Training error: 0.00443617
Iteration 298	 Training error: 0.00441161
Iteration 299	 Training error: 0.00438731
Iteration 300	 Training error: 0.00436324
Iteration 301	 Training error: 0.00433941
Iteration 302	 Training error: 0.00431583
Iteration 303	 Training error: 0.00429247
Iteration 304	 Training error: 0.00426934
Iteration 305	 Training error: 0.00424644
Iteration 306	 Training error: 0.00422376
Iteration 307	 Training error: 0.0042013
Iteration 308	 Training error: 0.00417906
Iteration 309	 Training error: 0.00415703
Iteration 310	 Training error: 0.00413522
Iteration 311	 Training error: 0.00411361
Iteration 312	 Training error: 0.00409221
Iteration 313	 Training error: 0.00407101
Iteration 314	 Training error: 0.00405
Iteration 315	 Training error: 0.0040292
Iteration 316	 Training error: 0.00400859
Iteration 317	 Training error: 0.00398817
Iteration 318	 Training error: 0.00396794
Iteration 319	 Training error: 0.0039479
Iteration 320	 Training error: 0.00392804
Iteration 321	 Training error: 0.00390837
Iteration 322	 Training error: 0.00388887
Iteration 323	 Training error: 0.00386955
Iteration 324	 Training error: 0.00385041
Iteration 325	 Training error: 0.00383144
Iteration 326	 Training error: 0.00381264
Iteration 327	 Training error: 0.003794
Iteration 328	 Training error: 0.00377554
Iteration 329	 Training error: 0.00375723
Iteration 330	 Training error: 0.00373909
Iteration 331	 Training error: 0.00372111
Iteration 332	 Training error: 0.00370329
Iteration 333	 Training error: 0.00368562
Iteration 334	 Training error: 0.0036681
Iteration 335	 Training error: 0.00365074
Iteration 336	 Training error: 0.00363353
Iteration 337	 Training error: 0.00361646
Iteration 338	 Training error: 0.00359955
Iteration 339	 Training error: 0.00358277
Iteration 340	 Training error: 0.00356614
Iteration 341	 Training error: 0.00354965
Iteration 342	 Training error: 0.0035333
Iteration 343	 Training error: 0.00351709
Iteration 344	 Training error: 0.00350101
Iteration 345	 Training error: 0.00348507
Iteration 346	 Training error: 0.00346926
Iteration 347	 Training error: 0.00345358
Iteration 348	 Training error: 0.00343803
Iteration 349	 Training error: 0.00342261
Iteration 350	 Training error: 0.00340732
Iteration 351	 Training error: 0.00339215
Iteration 352	 Training error: 0.00337711
Iteration 353	 Training error: 0.00336218
Iteration 354	 Training error: 0.00334738
Iteration 355	 Training error: 0.0033327
Iteration 356	 Training error: 0.00331813
Iteration 357	 Training error: 0.00330368
Iteration 358	 Training error: 0.00328935
Iteration 359	 Training error: 0.00327513
Iteration 360	 Training error: 0.00326102
Iteration 361	 Training error: 0.00324703
Iteration 362	 Training error: 0.00323314
Iteration 363	 Training error: 0.00321937
Iteration 364	 Training error: 0.0032057
Iteration 365	 Training error: 0.00319213
Iteration 366	 Training error: 0.00317868
Iteration 367	 Training error: 0.00316532
Iteration 368	 Training error: 0.00315207
Iteration 369	 Training error: 0.00313892
Iteration 370	 Training error: 0.00312588
Iteration 371	 Training error: 0.00311293
Iteration 372	 Training error: 0.00310008
Iteration 373	 Training error: 0.00308732
Iteration 374	 Training error: 0.00307467
Iteration 375	 Training error: 0.00306211
Iteration 376	 Training error: 0.00304964
Iteration 377	 Training error: 0.00303727
Iteration 378	 Training error: 0.00302499
Iteration 379	 Training error: 0.0030128
Iteration 380	 Training error: 0.0030007
Iteration 381	 Training error: 0.00298868
Iteration 382	 Training error: 0.00297676
Iteration 383	 Training error: 0.00296493
Iteration 384	 Training error: 0.00295318
Iteration 385	 Training error: 0.00294152
Iteration 386	 Training error: 0.00292994
Iteration 387	 Training error: 0.00291844
Iteration 388	 Training error: 0.00290703
Iteration 389	 Training error: 0.0028957
Iteration 390	 Training error: 0.00288445
Iteration 391	 Training error: 0.00287329
Iteration 392	 Training error: 0.0028622
Iteration 393	 Training error: 0.00285119
Iteration 394	 Training error: 0.00284026
Iteration 395	 Training error: 0.0028294
Iteration 396	 Training error: 0.00281863
Iteration 397	 Training error: 0.00280792
Iteration 398	 Training error: 0.0027973
Iteration 399	 Training error: 0.00278674
Iteration 400	 Training error: 0.00277626
Iteration 401	 Training error: 0.00276585
Iteration 402	 Training error: 0.00275552
Iteration 403	 Training error: 0.00274525
Iteration 404	 Training error: 0.00273506
Iteration 405	 Training error: 0.00272494
Iteration 406	 Training error: 0.00271488
Iteration 407	 Training error: 0.00270489
Iteration 408	 Training error: 0.00269497
Iteration 409	 Training error: 0.00268512
Iteration 410	 Training error: 0.00267534
Iteration 411	 Training error: 0.00266562
Iteration 412	 Training error: 0.00265596
Iteration 413	 Training error: 0.00264637
Iteration 414	 Training error: 0.00263684
Iteration 415	 Training error: 0.00262738
Iteration 416	 Training error: 0.00261798
Iteration 417	 Training error: 0.00260864
Iteration 418	 Training error: 0.00259936
Iteration 419	 Training error: 0.00259015
Iteration 420	 Training error: 0.00258099
Iteration 421	 Training error: 0.0025719
Iteration 422	 Training error: 0.00256286
Iteration 423	 Training error: 0.00255388
Iteration 424	 Training error: 0.00254496
Iteration 425	 Training error: 0.0025361
Iteration 426	 Training error: 0.00252729
Iteration 427	 Training error: 0.00251854
Iteration 428	 Training error: 0.00250985
Iteration 429	 Training error: 0.00250121
Iteration 430	 Training error: 0.00249263
Iteration 431	 Training error: 0.0024841
Iteration 432	 Training error: 0.00247563
Iteration 433	 Training error: 0.0024672
Iteration 434	 Training error: 0.00245884
Iteration 435	 Training error: 0.00245052
Iteration 436	 Training error: 0.00244226
Iteration 437	 Training error: 0.00243404
Iteration 438	 Training error: 0.00242588
Iteration 439	 Training error: 0.00241777
Iteration 440	 Training error: 0.00240971
Iteration 441	 Training error: 0.0024017
Iteration 442	 Training error: 0.00239374
Iteration 443	 Training error: 0.00238583
Iteration 444	 Training error: 0.00237796
Iteration 445	 Training error: 0.00237015
Iteration 446	 Training error: 0.00236238
Iteration 447	 Training error: 0.00235465
Iteration 448	 Training error: 0.00234698
Iteration 449	 Training error: 0.00233935
Iteration 450	 Training error: 0.00233177
Iteration 451	 Training error: 0.00232423
Iteration 452	 Training error: 0.00231674
Iteration 453	 Training error: 0.00230929
Iteration 454	 Training error: 0.00230189
Iteration 455	 Training error: 0.00229453
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00228721
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 0.650821 -0.947334 -0.927149 
 Neuron 1: -0.241656 -0.485982 -0.584533 
 Neuron 2: 0.0104013 0.729444 0.900413 
 Neuron 3: -2.64235 -2.6875 -2.60062 
 Neuron 4: -2.0514 -1.98083 1.78034 
 Neuron 5: 2.91773 -3.06603 -3.14639 
 Neuron 6: -1.77224 1.54071 -1.78408 
 Neuron 7: -1.54362 -1.65641 -1.49325 

Layer 2 weights:
 Neuron 0: -2.67624 0.561047 -0.671395 -0.9196 -4.58513 2.31965 5.29111 2.01056 -2.36294 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.95335 
0 -- 0.0447095 
1 -- 0.956233 
0 -- 0.0553007 
We end!! => Final test error: 0.00228721
**********
SEED 4
**********
Iteration 1	 Training error: 0.267802
Iteration 2	 Training error: 0.26269
Iteration 3	 Training error: 0.260273
Iteration 4	 Training error: 0.259618
Iteration 5	 Training error: 0.259094
Iteration 6	 Training error: 0.258002
Iteration 7	 Training error: 0.256561
Iteration 8	 Training error: 0.255218
Iteration 9	 Training error: 0.254169
Iteration 10	 Training error: 0.253339
Iteration 11	 Training error: 0.252577
Iteration 12	 Training error: 0.251807
Iteration 13	 Training error: 0.251039
Iteration 14	 Training error: 0.250307
Iteration 15	 Training error: 0.249629
Iteration 16	 Training error: 0.249
Iteration 17	 Training error: 0.248404
Iteration 18	 Training error: 0.24783
Iteration 19	 Training error: 0.247272
Iteration 20	 Training error: 0.246728
Iteration 21	 Training error: 0.246193
Iteration 22	 Training error: 0.245663
Iteration 23	 Training error: 0.245134
Iteration 24	 Training error: 0.244602
Iteration 25	 Training error: 0.244066
Iteration 26	 Training error: 0.243524
Iteration 27	 Training error: 0.242973
Iteration 28	 Training error: 0.242413
Iteration 29	 Training error: 0.241841
Iteration 30	 Training error: 0.241256
Iteration 31	 Training error: 0.240655
Iteration 32	 Training error: 0.240036
Iteration 33	 Training error: 0.239399
Iteration 34	 Training error: 0.238741
Iteration 35	 Training error: 0.23806
Iteration 36	 Training error: 0.237356
Iteration 37	 Training error: 0.236625
Iteration 38	 Training error: 0.235868
Iteration 39	 Training error: 0.235082
Iteration 40	 Training error: 0.234266
Iteration 41	 Training error: 0.233417
Iteration 42	 Training error: 0.232536
Iteration 43	 Training error: 0.23162
Iteration 44	 Training error: 0.230667
Iteration 45	 Training error: 0.229676
Iteration 46	 Training error: 0.228645
Iteration 47	 Training error: 0.227574
Iteration 48	 Training error: 0.22646
Iteration 49	 Training error: 0.225302
Iteration 50	 Training error: 0.224098
Iteration 51	 Training error: 0.222848
Iteration 52	 Training error: 0.22155
Iteration 53	 Training error: 0.220202
Iteration 54	 Training error: 0.218804
Iteration 55	 Training error: 0.217354
Iteration 56	 Training error: 0.215851
Iteration 57	 Training error: 0.214294
Iteration 58	 Training error: 0.212682
Iteration 59	 Training error: 0.211015
Iteration 60	 Training error: 0.209292
Iteration 61	 Training error: 0.207512
Iteration 62	 Training error: 0.205675
Iteration 63	 Training error: 0.20378
Iteration 64	 Training error: 0.201827
Iteration 65	 Training error: 0.199817
Iteration 66	 Training error: 0.197749
Iteration 67	 Training error: 0.195624
Iteration 68	 Training error: 0.193443
Iteration 69	 Training error: 0.191205
Iteration 70	 Training error: 0.188913
Iteration 71	 Training error: 0.186566
Iteration 72	 Training error: 0.184167
Iteration 73	 Training error: 0.181716
Iteration 74	 Training error: 0.179216
Iteration 75	 Training error: 0.176669
Iteration 76	 Training error: 0.174076
Iteration 77	 Training error: 0.17144
Iteration 78	 Training error: 0.168764
Iteration 79	 Training error: 0.16605
Iteration 80	 Training error: 0.163301
Iteration 81	 Training error: 0.16052
Iteration 82	 Training error: 0.157712
Iteration 83	 Training error: 0.154878
Iteration 84	 Training error: 0.152023
Iteration 85	 Training error: 0.14915
Iteration 86	 Training error: 0.146264
Iteration 87	 Training error: 0.143368
Iteration 88	 Training error: 0.140466
Iteration 89	 Training error: 0.137562
Iteration 90	 Training error: 0.13466
Iteration 91	 Training error: 0.131764
Iteration 92	 Training error: 0.128878
Iteration 93	 Training error: 0.126007
