**********
SEED 1
**********
Iteration 1	 Training error: 0.309209
Iteration 261	 Training error: 0.00204699
Iteration 262	 Training error: 0.00203463
Iteration 263	 Training error: 0.00202241
Iteration 264	 Training error: 0.00201033
Iteration 265	 Training error: 0.00199837
Iteration 266	 Training error: 0.00198655
Iteration 267	 Training error: 0.00197485
Iteration 268	 Training error: 0.00196327
Iteration 269	 Training error: 0.00195182
Iteration 270	 Training error: 0.00194049
Iteration 271	 Training error: 0.00192928
Iteration 272	 Training error: 0.00191819
Iteration 273	 Training error: 0.00190721
Iteration 274	 Training error: 0.00189635
Iteration 275	 Training error: 0.0018856
Iteration 276	 Training error: 0.00187496
Iteration 277	 Training error: 0.00186443
Iteration 278	 Training error: 0.00185401
Iteration 279	 Training error: 0.00184369
Iteration 280	 Training error: 0.00183348
Iteration 281	 Training error: 0.00182337
Iteration 282	 Training error: 0.00181336
Iteration 283	 Training error: 0.00180345
Iteration 284	 Training error: 0.00179364
Iteration 285	 Training error: 0.00178393
Iteration 286	 Training error: 0.00177431
Iteration 287	 Training error: 0.00176479
Iteration 288	 Training error: 0.00175536
Iteration 289	 Training error: 0.00174602
Iteration 290	 Training error: 0.00173677
Iteration 291	 Training error: 0.00172761
Iteration 292	 Training error: 0.00171854
Iteration 293	 Training error: 0.00170956
Iteration 294	 Training error: 0.00170066
Iteration 295	 Training error: 0.00169185
Iteration 296	 Training error: 0.00168312
Iteration 297	 Training error: 0.00167447
Iteration 298	 Training error: 0.0016659
Iteration 299	 Training error: 0.00165741
Iteration 300	 Training error: 0.001649
Iteration 301	 Training error: 0.00164067
Iteration 302	 Training error: 0.00163242
Iteration 303	 Training error: 0.00162424
Iteration 304	 Training error: 0.00161614
Iteration 305	 Training error: 0.00160811
Iteration 306	 Training error: 0.00160015
Iteration 307	 Training error: 0.00159226
Iteration 308	 Training error: 0.00158445
Iteration 309	 Training error: 0.0015767
Iteration 310	 Training error: 0.00156903
Iteration 311	 Training error: 0.00156142
Iteration 312	 Training error: 0.00155388
Iteration 313	 Training error: 0.00154641
Iteration 314	 Training error: 0.001539
Iteration 315	 Training error: 0.00153166
Iteration 316	 Training error: 0.00152438
Iteration 317	 Training error: 0.00151716
Iteration 318	 Training error: 0.00151001
Iteration 319	 Training error: 0.00150292
Iteration 320	 Training error: 0.00149588
Iteration 321	 Training error: 0.00148891
Iteration 322	 Training error: 0.001482
Iteration 323	 Training error: 0.00147515
Iteration 324	 Training error: 0.00146835
Iteration 325	 Training error: 0.00146162
Iteration 326	 Training error: 0.00145494
Iteration 327	 Training error: 0.00144831
Iteration 328	 Training error: 0.00144174
Iteration 329	 Training error: 0.00143522
Iteration 330	 Training error: 0.00142876
Iteration 331	 Training error: 0.00142235
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.001416
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 0.374038 0.616752 -0.815484 
 Neuron 1: -0.768173 -0.245776 -0.0244623 
 Neuron 2: 1.16286 -1.25881 1.17837 
 Neuron 3: 0.97414 1.21934 -0.965525 
 Neuron 4: -1.31473 -1.39723 1.36953 
 Neuron 5: -0.0534719 -0.266343 0.998492 
 Neuron 6: 0.645331 -0.415045 0.0636716 
 Neuron 7: -0.0439419 0.689034 -0.635949 
 Neuron 8: 0.41191 0.820126 0.683756 
 Neuron 9: -1.22142 -1.30498 -1.29936 
 Neuron 10: 0.205875 0.579437 0.698576 
 Neuron 11: 0.0135277 0.767035 -0.483694 
 Neuron 12: -0.638889 0.0337703 -0.336971 
 Neuron 13: 0.60631 -0.598293 -0.632106 
 Neuron 14: -0.929222 0.113073 -0.350104 
 Neuron 15: 1.43117 1.40373 1.28598 
 Neuron 16: 1.45958 1.37706 1.40744 
 Neuron 17: 0.548295 -0.613472 0.790305 
 Neuron 18: 0.489085 0.413589 0.306583 
 Neuron 19: -0.356013 -0.964975 0.555072 
 Neuron 20: 0.28537 0.351925 0.125648 
 Neuron 21: 0.00371387 -0.165329 -0.00456044 
 Neuron 22: 0.377935 -0.136115 -0.796626 
 Neuron 23: 1.00566 -0.628156 -0.585972 
 Neuron 24: -0.934089 -0.854482 1.03756 
 Neuron 25: 0.281365 -0.389897 0.764674 
 Neuron 26: -0.743013 -0.608389 0.513297 
 Neuron 27: -0.537547 0.61228 0.705036 
 Neuron 28: 0.890778 0.502356 0.485719 
 Neuron 29: 0.218901 -0.490719 0.419789 
 Neuron 30: -0.239627 0.81899 -0.188786 
 Neuron 31: 0.963067 -0.592094 0.811595 
 Neuron 32: -0.348388 -0.775535 -0.382187 
 Neuron 33: 0.215834 -0.779513 0.412614 
 Neuron 34: 0.913734 -0.414976 -0.981041 
 Neuron 35: 1.26695 1.29804 -1.14665 
 Neuron 36: 0.289504 -0.664438 0.154467 
 Neuron 37: -0.247338 -0.366764 0.0877397 
 Neuron 38: -0.28381 -0.417983 -0.451334 
 Neuron 39: 0.888879 0.70334 0.360266 
 Neuron 40: 0.206992 -0.646131 -0.122253 
 Neuron 41: 1.51553 -1.48277 1.48809 
 Neuron 42: 0.627568 0.335751 0.903835 
 Neuron 43: -0.72053 -0.825053 -0.866386 
 Neuron 44: 1.11698 -1.24217 -1.06563 
 Neuron 45: 1.03097 1.08522 -0.891064 
 Neuron 46: -0.629952 0.256632 -0.146983 
 Neuron 47: 1.29522 1.34007 1.21579 
 Neuron 48: 0.0258219 -0.516963 0.984981 
 Neuron 49: 1.10352 -1.16406 1.19456 
 Neuron 50: -0.562035 0.365944 0.803038 
 Neuron 51: -0.635107 0.802626 -1.0579 
 Neuron 52: -0.274651 0.110015 0.10179 
 Neuron 53: -0.355072 0.392963 0.26312 
 Neuron 54: -0.276071 -0.0267119 0.316741 
 Neuron 55: 0.55229 -0.283298 0.134241 
 Neuron 56: -0.893707 -0.582918 -0.755373 
 Neuron 57: 0.194854 -0.165514 -0.733984 
 Neuron 58: -0.223409 0.763856 -0.166609 
 Neuron 59: -0.341381 0.113038 -0.0205043 
 Neuron 60: -0.645168 0.344102 0.06055 
 Neuron 61: -0.732813 0.0408042 -0.690146 
 Neuron 62: -0.922126 0.778612 0.840353 
 Neuron 63: 0.621946 0.985026 -0.446038 
 Neuron 64: -0.016176 -0.246235 0.869951 
 Neuron 65: -0.811177 -0.662026 -0.261984 
 Neuron 66: 0.312523 -0.537364 0.67873 
 Neuron 67: 1.2485 1.25571 -1.17972 
 Neuron 68: 1.5606 -1.52493 -1.56524 
 Neuron 69: -0.362482 0.169158 0.474274 
 Neuron 70: 0.693093 0.324064 0.112326 
 Neuron 71: -0.771035 0.732561 0.692651 
 Neuron 72: -0.546251 0.897736 -0.509907 
 Neuron 73: -1.07357 0.658135 -0.694666 
 Neuron 74: 0.301572 -0.87671 0.471202 
 Neuron 75: -0.541028 -0.807129 0.671826 
 Neuron 76: 1.27361 1.32214 -1.34991 
 Neuron 77: -0.0889624 0.144324 0.659407 
 Neuron 78: 0.408006 0.210964 -0.910841 
 Neuron 79: 0.650935 0.783367 0.0636672 
 Neuron 80: -0.375495 0.616725 -0.67765 
 Neuron 81: 1.65696 1.66054 -1.63756 
 Neuron 82: 0.617951 -0.651629 0.978047 
 Neuron 83: -0.958773 -0.535752 0.378128 
 Neuron 84: -0.197112 0.31377 0.109318 
 Neuron 85: -0.751848 -0.80538 0.163004 
 Neuron 86: 0.632892 0.193343 0.0374147 
 Neuron 87: 0.416489 -0.691185 -0.00699222 
 Neuron 88: 0.604832 0.676081 0.627722 
 Neuron 89: 0.466922 0.212593 0.273192 
 Neuron 90: -0.353484 -0.723929 0.011793 
 Neuron 91: 0.432729 -0.868203 -0.544395 
 Neuron 92: 0.0754862 0.562084 0.274021 
 Neuron 93: -1.07663 1.1573 1.26783 
 Neuron 94: -0.824702 -0.548282 0.0122978 
 Neuron 95: 0.324678 -0.487136 0.0509982 
 Neuron 96: 0.330342 -0.924426 -0.573795 
 Neuron 97: -1.34774 1.33129 -1.29047 
 Neuron 98: -0.561596 -0.390735 -0.816489 
 Neuron 99: 0.948258 -0.272855 0.187841 

Layer 2 weights:
 Neuron 0: 0.0587177 -0.0805678 0.46117 -1.69297 -1.2455 1.58023 -0.371577 0.224721 0.229006 0.898989 -1.46262 -0.0475986 0.612431 -0.44256 0.529362 0.114027 1.694 1.66801 -0.933913 -0.0245933 0.810311 -0.161496 0.0764888 0.631531 0.73565 1.00782 -0.394644 0.816731 0.0598612 0.539 -0.162317 -0.0837892 -0.730392 -0.554602 -0.271322 0.37783 -1.49232 0.403196 -0.558277 0.430082 0.625019 -0.165682 -1.78265 0.443324 -0.256835 1.42866 -1.04657 0.299381 1.45036 -0.169749 -1.46591 0.106466 1.08495 0.383096 0.101756 0.357687 0.0106425 -1.02153 0.220118 -0.154314 0.551273 -0.724969 0.563781 -1.06229 -0.488847 -0.4486 0.126766 -0.169486 -1.50894 2.05433 -0.371734 0.816663 -0.645884 0.519229 0.753234 -0.940688 0.450363 -1.74126 0.332295 -0.13286 -0.0499092 0.871588 -1.94074 -0.611099 0.441989 0.737754 -0.338551 -0.586931 -0.809037 0.659905 0.252603 0.56486 0.884043 -0.00955104 -1.62293 -0.299276 0.562199 0.582565 1.64842 -0.978533 0.199252 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.961779 
0 -- 0.0370428 
1 -- 0.962638 
0 -- 0.0378827 
We end!! => Final test error: 0.001416
**********
SEED 3
**********
Iteration 1	 Training error: 0.302798
Iteration 2	 Training error: 0.26747
Iteration 3	 Training error: 0.283985
Iteration 4	 Training error: 0.231124
Iteration 5	 Training error: 0.228138
Iteration 6	 Training error: 0.20213
Iteration 7	 Training error: 0.196964
Iteration 8	 Training error: 0.182586
Iteration 9	 Training error: 0.17722
Iteration 10	 Training error: 0.175581
Iteration 11	 Training error: 0.163606
Iteration 12	 Training error: 0.154892
Iteration 13	 Training error: 0.148901
Iteration 14	 Training error: 0.14173
Iteration 15	 Training error: 0.134753
Iteration 16	 Training error: 0.128826
Iteration 17	 Training error: 0.122904
Iteration 18	 Training error: 0.116597
Iteration 19	 Training error: 0.111135
Iteration 20	 Training error: 0.105887
Iteration 21	 Training error: 0.100328
Iteration 22	 Training error: 0.0952312
Iteration 23	 Training error: 0.0904689
Iteration 24	 Training error: 0.0857426
Iteration 25	 Training error: 0.0812962
Iteration 26	 Training error: 0.0771625
Iteration 27	 Training error: 0.0731937
Iteration 28	 Training error: 0.0694103
Iteration 29	 Training error: 0.0658752
Iteration 30	 Training error: 0.0625406
Iteration 31	 Training error: 0.0593711
Iteration 32	 Training error: 0.0563922
Iteration 33	 Training error: 0.0536024
Iteration 34	 Training error: 0.050976
Iteration 35	 Training error: 0.0485041
Iteration 36	 Training error: 0.0461878
Iteration 37	 Training error: 0.0440174
Iteration 38	 Training error: 0.0419791
Iteration 39	 Training error: 0.0400649
Iteration 40	 Training error: 0.0382697
Iteration 41	 Training error: 0.0365854
Iteration 42	 Training error: 0.0350034
Iteration 43	 Training error: 0.0335167
Iteration 44	 Training error: 0.0321195
Iteration 45	 Training error: 0.0308061
Iteration 46	 Training error: 0.0295703
Iteration 47	 Training error: 0.0284065
Iteration 48	 Training error: 0.0273101
Iteration 49	 Training error: 0.0262764
Iteration 50	 Training error: 0.0253011
Iteration 51	 Training error: 0.0243803
Iteration 52	 Training error: 0.0235101
Iteration 53	 Training error: 0.0226871
Iteration 54	 Training error: 0.0219082
Iteration 55	 Training error: 0.0211705
Iteration 56	 Training error: 0.0204711
Iteration 57	 Training error: 0.0198077
Iteration 58	 Training error: 0.0191778
Iteration 59	 Training error: 0.0185793
Iteration 60	 Training error: 0.0180102
Iteration 61	 Training error: 0.0174686
Iteration 62	 Training error: 0.0169528
Iteration 63	 Training error: 0.0164613
Iteration 64	 Training error: 0.0159926
Iteration 65	 Training error: 0.0155452
Iteration 66	 Training error: 0.0151179
Iteration 67	 Training error: 0.0147096
Iteration 68	 Training error: 0.0143191
Iteration 69	 Training error: 0.0139454
Iteration 70	 Training error: 0.0135875
Iteration 71	 Training error: 0.0132446
Iteration 72	 Training error: 0.0129159
Iteration 73	 Training error: 0.0126004
Iteration 74	 Training error: 0.0122977
Iteration 75	 Training error: 0.0120068
Iteration 76	 Training error: 0.0117273
Iteration 77	 Training error: 0.0114586
Iteration 78	 Training error: 0.0112
Iteration 79	 Training error: 0.0109511
Iteration 80	 Training error: 0.0107114
Iteration 81	 Training error: 0.0104804
Iteration 82	 Training error: 0.0102577
Iteration 83	 Training error: 0.0100429
Iteration 84	 Training error: 0.0098356
Iteration 85	 Training error: 0.00963547
Iteration 86	 Training error: 0.00944216
Iteration 87	 Training error: 0.00925536
Iteration 88	 Training error: 0.00907478
Iteration 89	 Training error: 0.00890012
Iteration 90	 Training error: 0.00873113
Iteration 91	 Training error: 0.00856755
Iteration 92	 Training error: 0.00840915
Iteration 93	 Training error: 0.00825571
Iteration 94	 Training error: 0.00810701
Iteration 95	 Training error: 0.00796285
Iteration 96	 Training error: 0.00782304
Iteration 97	 Training error: 0.0076874
Iteration 98	 Training error: 0.00755577
Iteration 99	 Training error: 0.00742797
Iteration 100	 Training error: 0.00730386
Iteration 101	 Training error: 0.00718329
Iteration 102	 Training error: 0.00706611
Iteration 103	 Training error: 0.00695221
Iteration 104	 Training error: 0.00684145
Iteration 105	 Training error: 0.00673371
Iteration 106	 Training error: 0.00662888
Iteration 107	 Training error: 0.00652685
Iteration 108	 Training error: 0.00642752
Iteration 109	 Training error: 0.00633079
Iteration 110	 Training error: 0.00623656
Iteration 111	 Training error: 0.00614475
Iteration 112	 Training error: 0.00605527
Iteration 113	 Training error: 0.00596803
Iteration 114	 Training error: 0.00588297
Iteration 115	 Training error: 0.0058
Iteration 116	 Training error: 0.00571905
Iteration 117	 Training error: 0.00564005
Iteration 118	 Training error: 0.00556295
Iteration 119	 Training error: 0.00548767
Iteration 120	 Training error: 0.00541415
Iteration 121	 Training error: 0.00534235
Iteration 122	 Training error: 0.0052722
Iteration 123	 Training error: 0.00520364
Iteration 124	 Training error: 0.00513664
Iteration 125	 Training error: 0.00507114
Iteration 126	 Training error: 0.00500709
Iteration 127	 Training error: 0.00494445
Iteration 128	 Training error: 0.00488317
Iteration 129	 Training error: 0.00482322
Iteration 130	 Training error: 0.00476455
Iteration 131	 Training error: 0.00470713
Iteration 132	 Training error: 0.00465091
Iteration 133	 Training error: 0.00459587
Iteration 134	 Training error: 0.00454197
Iteration 135	 Training error: 0.00448917
Iteration 136	 Training error: 0.00443745
Iteration 137	 Training error: 0.00438677
Iteration 138	 Training error: 0.0043371
Iteration 139	 Training error: 0.00428842
Iteration 140	 Training error: 0.0042407
Iteration 141	 Training error: 0.00419391
Iteration 142	 Training error: 0.00414803
Iteration 143	 Training error: 0.00410302
Iteration 144	 Training error: 0.00405888
Iteration 145	 Training error: 0.00401557
Iteration 146	 Training error: 0.00397307
Iteration 147	 Training error: 0.00393136
Iteration 148	 Training error: 0.00389042
Iteration 149	 Training error: 0.00385024
Iteration 150	 Training error: 0.00381078
Iteration 151	 Training error: 0.00377204
Iteration 152	 Training error: 0.00373399
Iteration 153	 Training error: 0.00369662
Iteration 154	 Training error: 0.00365991
Iteration 155	 Training error: 0.00362384
Iteration 156	 Training error: 0.0035884
Iteration 157	 Training error: 0.00355357
Iteration 158	 Training error: 0.00351934
Iteration 159	 Training error: 0.0034857
Iteration 160	 Training error: 0.00345262
Iteration 161	 Training error: 0.00342009
Iteration 162	 Training error: 0.00338811
Iteration 163	 Training error: 0.00335666
Iteration 164	 Training error: 0.00332572
Iteration 165	 Training error: 0.00329529
Iteration 166	 Training error: 0.00326536
Iteration 167	 Training error: 0.0032359
Iteration 168	 Training error: 0.00320692
Iteration 169	 Training error: 0.0031784
Iteration 170	 Training error: 0.00315032
Iteration 171	 Training error: 0.00312269
Iteration 172	 Training error: 0.00309549
Iteration 173	 Training error: 0.00306871
Iteration 174	 Training error: 0.00304234
Iteration 175	 Training error: 0.00301637
Iteration 176	 Training error: 0.0029908
Iteration 177	 Training error: 0.00296561
Iteration 178	 Training error: 0.0029408
Iteration 179	 Training error: 0.00291636
Iteration 180	 Training error: 0.00289228
Iteration 181	 Training error: 0.00286856
Iteration 182	 Training error: 0.00284518
Iteration 183	 Training error: 0.00282214
Iteration 184	 Training error: 0.00279943
Iteration 185	 Training error: 0.00277705
Iteration 186	 Training error: 0.00275499
Iteration 187	 Training error: 0.00273324
Iteration 188	 Training error: 0.0027118
Iteration 189	 Training error: 0.00269065
Iteration 190	 Training error: 0.00266981
Iteration 191	 Training error: 0.00264925
Iteration 192	 Training error: 0.00262897
Iteration 193	 Training error: 0.00260897
Iteration 194	 Training error: 0.00258924
Iteration 195	 Training error: 0.00256978
Iteration 196	 Training error: 0.00255058
Iteration 197	 Training error: 0.00253164
Iteration 198	 Training error: 0.00251294
Iteration 199	 Training error: 0.0024945
Iteration 200	 Training error: 0.0024763
Iteration 201	 Training error: 0.00245833
Iteration 202	 Training error: 0.0024406
Iteration 203	 Training error: 0.0024231
Iteration 204	 Training error: 0.00240582
Iteration 205	 Training error: 0.00238876
Iteration 206	 Training error: 0.00237192
Iteration 207	 Training error: 0.00235529
Iteration 208	 Training error: 0.00233888
Iteration 209	 Training error: 0.00232266
Iteration 210	 Training error: 0.00230665
Iteration 211	 Training error: 0.00229084
Iteration 212	 Training error: 0.00227522
Iteration 213	 Training error: 0.00225979
Iteration 214	 Training error: 0.00224455
Iteration 215	 Training error: 0.00222949
Iteration 216	 Training error: 0.00221462
Iteration 217	 Training error: 0.00219992
Iteration 218	 Training error: 0.0021854
Iteration 219	 Training error: 0.00217105
Iteration 220	 Training error: 0.00215687
Iteration 221	 Training error: 0.00214286
Iteration 222	 Training error: 0.00212901
Iteration 223	 Training error: 0.00211532
Iteration 224	 Training error: 0.00210179
Iteration 225	 Training error: 0.00208842
Iteration 226	 Training error: 0.0020752
Iteration 227	 Training error: 0.00206213
Iteration 228	 Training error: 0.0020492
Iteration 229	 Training error: 0.00203643
Iteration 230	 Training error: 0.0020238
Iteration 231	 Training error: 0.0020113
Iteration 232	 Training error: 0.00199895
Iteration 233	 Training error: 0.00198673
Iteration 234	 Training error: 0.00197465
Iteration 235	 Training error: 0.0019627
Iteration 236	 Training error: 0.00195088
Iteration 237	 Training error: 0.00193919
Iteration 238	 Training error: 0.00192763
Iteration 239	 Training error: 0.00191619
Iteration 240	 Training error: 0.00190487
Iteration 241	 Training error: 0.00189368
Iteration 242	 Training error: 0.0018826
Iteration 243	 Training error: 0.00187164
Iteration 244	 Training error: 0.00186079
Iteration 245	 Training error: 0.00185006
Iteration 246	 Training error: 0.00183944
Iteration 247	 Training error: 0.00182893
Iteration 248	 Training error: 0.00181852
Iteration 249	 Training error: 0.00180823
Iteration 250	 Training error: 0.00179804
Iteration 251	 Training error: 0.00178795
Iteration 252	 Training error: 0.00177797
Iteration 253	 Training error: 0.00176809
Iteration 254	 Training error: 0.0017583
Iteration 255	 Training error: 0.00174862
Iteration 256	 Training error: 0.00173903
Iteration 257	 Training error: 0.00172953
Iteration 258	 Training error: 0.00172013
Iteration 259	 Training error: 0.00171083
Iteration 260	 Training error: 0.00170161
Iteration 261	 Training error: 0.00169248
Iteration 262	 Training error: 0.00168344
Iteration 263	 Training error: 0.00167449
Iteration 264	 Training error: 0.00166563
Iteration 265	 Training error: 0.00165685
Iteration 266	 Training error: 0.00164815
Iteration 267	 Training error: 0.00163954
Iteration 268	 Training error: 0.00163101
Iteration 269	 Training error: 0.00162256
Iteration 270	 Training error: 0.00161418
Iteration 271	 Training error: 0.00160589
Iteration 272	 Training error: 0.00159767
Iteration 273	 Training error: 0.00158953
Iteration 274	 Training error: 0.00158147
Iteration 275	 Training error: 0.00157348
Iteration 276	 Training error: 0.00156556
Iteration 277	 Training error: 0.00155772
Iteration 278	 Training error: 0.00154994
Iteration 279	 Training error: 0.00154224
Iteration 280	 Training error: 0.00153461
Iteration 281	 Training error: 0.00152704
Iteration 282	 Training error: 0.00151954
Iteration 283	 Training error: 0.00151211
Iteration 284	 Training error: 0.00150475
Iteration 285	 Training error: 0.00149745
Iteration 286	 Training error: 0.00149021
Iteration 287	 Training error: 0.00148304
Iteration 288	 Training error: 0.00147593
Iteration 289	 Training error: 0.00146888
Iteration 290	 Training error: 0.0014619
Iteration 291	 Training error: 0.00145497
Iteration 292	 Training error: 0.0014481
Iteration 293	 Training error: 0.0014413
Iteration 294	 Training error: 0.00143455
Iteration 295	 Training error: 0.00142786
Iteration 296	 Training error: 0.00142122
Iteration 297	 Training error: 0.00141464
Iteration 298	 Training error: 0.00140812
Iteration 299	 Training error: 0.00140165
Iteration 300	 Training error: 0.00139524
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00138888
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: -0.128482 -0.491371 -0.34387 
 Neuron 1: 0.321951 -0.553538 -0.63126 
 Neuron 2: 0.625896 0.876567 0.990699 
 Neuron 3: -0.601073 -1.01967 0.306703 
 Neuron 4: -0.746957 0.474233 0.914723 
 Neuron 5: 1.088 -1.22829 -0.989903 
 Neuron 6: -0.924112 -0.0409714 -0.622189 
 Neuron 7: -0.583576 -0.977585 0.573996 
 Neuron 8: -0.986033 1.01978 0.758012 
 Neuron 9: -0.919893 -1.02256 1.1415 
 Neuron 10: 1.28786 1.29046 -1.38258 
 Neuron 11: -0.950067 -0.893771 -0.837805 
 Neuron 12: -0.711684 0.773664 -0.712091 
 Neuron 13: -1.01014 -1.17648 -1.00835 
 Neuron 14: 1.10854 -1.16128 1.14595 
 Neuron 15: 0.672852 -1.05716 0.906548 
 Neuron 16: 0.639928 -0.748823 0.0283745 
 Neuron 17: -0.921431 -0.13839 -0.233548 
 Neuron 18: 0.16845 0.0574905 -0.390997 
 Neuron 19: -0.898605 -1.00375 0.719129 
 Neuron 20: -1.34802 1.2789 -1.20468 
 Neuron 21: -0.737207 -0.95383 0.117552 
 Neuron 22: 0.0998358 -0.361069 -0.510387 
 Neuron 23: 0.504767 0.0448734 -0.514259 
 Neuron 24: -1.10925 -0.881657 0.729843 
 Neuron 25: 1.03708 0.993191 -0.884621 
 Neuron 26: 0.51691 0.359143 -0.0315117 
 Neuron 27: -1.1203 0.965818 1.11923 
 Neuron 28: -0.0505331 -0.337088 -0.0228925 
 Neuron 29: 0.492895 -0.0817026 0.15257 
 Neuron 30: -0.579249 0.0655362 -0.0462094 
 Neuron 31: -0.0925337 0.346443 -0.0199146 
 Neuron 32: 1.33414 -1.28392 1.25732 
 Neuron 33: -0.68656 0.869724 0.181324 
 Neuron 34: -0.611664 1.01485 0.544765 
 Neuron 35: 0.569878 0.634757 -0.231816 
 Neuron 36: -0.920089 0.795077 -0.99745 
 Neuron 37: 0.654235 0.560194 0.750135 
 Neuron 38: 0.227414 -0.623215 -0.782466 
 Neuron 39: -0.948901 1.06486 0.822235 
 Neuron 40: 1.06328 -1.13094 -1.06361 
 Neuron 41: -0.366299 0.0440125 0.600757 
 Neuron 42: 0.744225 -0.427197 0.95357 
 Neuron 43: 0.296015 0.172192 0.813653 
 Neuron 44: -0.751239 0.592669 0.391425 
 Neuron 45: 0.11965 0.476153 0.254604 
 Neuron 46: 0.918897 0.872436 -0.243067 
 Neuron 47: -1.51099 1.44974 1.46011 
 Neuron 48: 0.994004 -0.847627 -1.03781 
 Neuron 49: 0.915995 0.4878 0.955247 
 Neuron 50: 0.149174 -0.160842 -0.81735 
 Neuron 51: 0.427763 0.635836 0.397982 
 Neuron 52: 0.307664 0.375562 -1.041 
 Neuron 53: -0.195665 -0.488433 0.309034 
 Neuron 54: -0.295255 -0.382549 0.00594552 
 Neuron 55: -1.20784 1.23039 -1.11161 
 Neuron 56: 0.668946 0.666776 -0.145843 
 Neuron 57: -1.35031 1.36189 -1.36483 
 Neuron 58: -0.9186 0.503616 0.104271 
 Neuron 59: -0.762854 -0.420041 -0.923396 
 Neuron 60: -1.2774 -1.19392 1.15692 
 Neuron 61: -1.11953 1.05369 -0.883138 
 Neuron 62: 0.419193 -0.422703 0.961198 
 Neuron 63: 1.15012 1.16485 -1.20927 
 Neuron 64: -0.505333 -0.848572 -0.458959 
 Neuron 65: 0.872853 -0.437556 -0.170789 
 Neuron 66: -0.414011 -0.679399 -0.289787 
 Neuron 67: 0.638452 -0.781259 -0.718191 
 Neuron 68: 0.595904 -0.666696 0.95046 
 Neuron 69: -0.957096 0.0772044 0.123532 
 Neuron 70: -0.930828 0.605232 0.801915 
 Neuron 71: 0.441444 0.293809 0.610465 
 Neuron 72: -1.03782 -0.830614 -1.0536 
 Neuron 73: -1.21215 1.18467 1.04003 
 Neuron 74: -0.326569 -0.275435 0.655959 
 Neuron 75: 0.613026 -0.52969 -0.672385 
 Neuron 76: -0.546379 0.0998586 -0.311424 
 Neuron 77: 0.282739 -0.881727 0.252916 
 Neuron 78: 0.546201 0.370642 0.812714 
 Neuron 79: 0.406006 0.285783 -0.383886 
 Neuron 80: -0.297214 0.545509 0.479614 
 Neuron 81: -0.578514 -0.200123 -0.513582 
 Neuron 82: 0.892932 0.0790433 -0.119874 
 Neuron 83: 0.976066 0.0335544 -0.138822 
 Neuron 84: 1.25863 1.26455 1.28372 
 Neuron 85: 0.44281 0.397851 0.913159 
 Neuron 86: 0.647545 0.721092 -0.116199 
 Neuron 87: -0.724978 -0.250766 0.139215 
 Neuron 88: 0.228797 -0.575124 -0.773808 
 Neuron 89: 0.935582 1.05079 1.0618 
 Neuron 90: 0.82452 -0.641275 -0.315027 
 Neuron 91: 0.415901 -0.321141 0.926066 
 Neuron 92: 0.814484 -0.276587 -0.12915 
 Neuron 93: -0.542976 -0.540034 -1.08457 
 Neuron 94: 0.945106 -0.960734 0.934244 
 Neuron 95: 0.00463794 0.632098 0.0237457 
 Neuron 96: -0.227536 0.344304 -0.309456 
 Neuron 97: 1.35905 1.34306 1.3712 
 Neuron 98: -0.465841 -0.314378 0.872941 
 Neuron 99: -0.929184 -1.06957 1.03852 

Layer 2 weights:
 Neuron 0: -0.689113 -0.928792 0.860762 0.802675 0.489722 -0.40109 1.06008 0.0339889 0.841272 -1.04145 1.4712 -1.66856 -1.04054 0.778725 -1.03503 -1.44356 -0.706587 -0.509999 -0.0669918 0.357061 1.0136 1.44496 0.210245 0.220298 0.00769604 1.09515 -1.17541 -0.139204 -0.976258 -0.347215 -0.613788 -0.00285316 -0.291623 -1.50757 -0.568755 -1.07834 -0.106491 1.06895 0.613016 -0.130345 -1.20362 0.992335 0.121908 -0.496495 0.0522218 0.324781 -0.258029 0.00851897 -1.85208 1.03684 0.436889 0.677579 0.491873 -1.04311 0.211083 -0.402337 1.52895 0.170198 1.41804 -0.378172 -0.995378 1.55224 1.1064 -0.204674 -1.60796 -0.96117 0.0704375 0.0707531 1.08078 -0.790477 -0.945194 -0.952026 0.729177 -0.714101 -1.04439 -0.210405 0.128738 0.421619 -0.962289 0.302516 0.00522825 -0.0964188 -0.292068 -0.43415 0.112784 1.73082 0.421133 -0.0147526 0.471399 -0.208981 1.31714 0.660976 -0.495376 0.48426 -0.853074 -0.861763 0.548889 0.438007 1.81432 0.740906 1.35873 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.963061 
0 -- 0.0376548 
1 -- 0.962413 
0 -- 0.036882 
We end!! => Final test error: 0.00138888
**********
SEED 4
**********
Iteration 1	 Training error: 0.537339
Iteration 2	 Training error: 0.506248
Iteration 3	 Training error: 0.432946
Iteration 4	 Training error: 0.278148
Iteration 5	 Training error: 0.351969
Iteration 6	 Training error: 0.331138
Iteration 7	 Training error: 0.264278
Iteration 8	 Training error: 0.28015
Iteration 9	 Training error: 0.252877
Iteration 10	 Training error: 0.266371
Iteration 11	 Training error: 0.24105
Iteration 12	 Training error: 0.228714
Iteration 13	 Training error: 0.210052
