**********
SEED 1
**********
Iteration 1	 Training error: 0.406744
Iteration 306	 Training error: 0.00164167
Iteration 307	 Training error: 0.00163411
Iteration 308	 Training error: 0.00162662
Iteration 309	 Training error: 0.00161919
Iteration 310	 Training error: 0.00161182
Iteration 311	 Training error: 0.00160451
Iteration 312	 Training error: 0.00159727
Iteration 313	 Training error: 0.00159008
Iteration 314	 Training error: 0.00158295
Iteration 315	 Training error: 0.00157588
Iteration 316	 Training error: 0.00156887
Iteration 317	 Training error: 0.00156192
Iteration 318	 Training error: 0.00155502
Iteration 319	 Training error: 0.00154818
Iteration 320	 Training error: 0.00154139
Iteration 321	 Training error: 0.00153466
Iteration 322	 Training error: 0.00152798
Iteration 323	 Training error: 0.00152135
Iteration 324	 Training error: 0.00151478
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00150825
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: 1.03735 1.10468 -1.14431 
 Neuron 1: -0.760323 -0.363307 0.230149 
 Neuron 2: 1.20157 -1.28591 1.20477 
 Neuron 3: 1.32794 1.44407 -1.31862 
 Neuron 4: -0.164662 -0.748794 0.848221 
 Neuron 5: -0.574581 -0.630629 1.01536 
 Neuron 6: 0.921162 -0.808174 0.767399 
 Neuron 7: -0.599513 0.827684 -0.852709 
 Neuron 8: 0.419993 0.811572 0.727054 
 Neuron 9: 0.505069 -0.845031 -0.97416 
 Neuron 10: -0.139887 0.570799 0.702083 
 Neuron 11: -0.172474 0.702867 -0.481942 
 Neuron 12: -0.656783 -0.0539355 -0.320135 
 Neuron 13: 0.320054 -0.232177 -0.245627 
 Neuron 14: -0.931255 -0.107969 -0.318416 
 Neuron 15: 1.09327 1.00162 0.700991 
 Neuron 16: 1.59954 1.5441 1.56519 
 Neuron 17: -0.210346 -0.417245 0.499903 
 Neuron 18: 0.69559 0.637454 0.569359 
 Neuron 19: 0.477747 -0.970272 0.683298 
 Neuron 20: 0.238866 0.352598 0.0369612 
 Neuron 21: 0.0260821 -0.200822 -0.0624242 
 Neuron 22: 0.439465 -0.210316 -0.796909 
 Neuron 23: 0.945848 -0.293405 -0.0104186 
 Neuron 24: -1.523 -1.51041 1.53231 
 Neuron 25: 0.342219 -0.431382 0.776924 
 Neuron 26: -0.507411 -0.160149 0.022028 
 Neuron 27: -0.810269 0.860547 0.947164 
 Neuron 28: 0.812282 0.172485 0.201356 
 Neuron 29: 0.287957 -0.517422 0.457723 
 Neuron 30: -0.217908 0.852021 0.155455 
 Neuron 31: 0.853329 0.105182 0.533106 
 Neuron 32: -0.341542 -0.762726 -0.392217 
 Neuron 33: 0.755256 -0.967126 0.833782 
 Neuron 34: 1.68656 -1.64628 -1.71398 
 Neuron 35: 0.724591 0.819382 -0.210421 
 Neuron 36: 0.295085 -0.677709 0.0248194 
 Neuron 37: -0.272204 -0.313422 -0.0147116 
 Neuron 38: -0.635531 -0.703782 -0.685195 
 Neuron 39: 0.874181 0.625772 0.176615 
 Neuron 40: 0.842255 -0.988414 -0.863184 
 Neuron 41: 0.962508 -0.780657 0.561065 
 Neuron 42: 0.587689 0.185021 0.891289 
 Neuron 43: -2.10843 -2.11007 -2.09449 
 Neuron 44: 1.45698 -1.51043 -1.44104 
 Neuron 45: 0.622822 0.705785 0.262868 
 Neuron 46: -0.613695 0.239693 -0.115934 
 Neuron 47: 1.1021 1.16983 0.99925 
 Neuron 48: -0.872247 -0.979001 1.12867 
 Neuron 49: 1.10051 -1.16074 1.17527 
 Neuron 50: -0.42764 -0.0706416 0.73653 
 Neuron 51: -1.04447 1.10204 -1.25334 
 Neuron 52: -0.510113 0.478426 0.517347 
 Neuron 53: -0.30219 0.339268 0.194074 
 Neuron 54: -0.31642 0.199758 0.431217 
 Neuron 55: 0.632781 -0.452259 -0.36956 
 Neuron 56: -1.06439 -0.870316 -0.957888 
 Neuron 57: 0.128008 -0.0239834 -0.685269 
 Neuron 58: -0.429583 0.8016 -0.424992 
 Neuron 59: -0.330142 0.16655 0.137807 
 Neuron 60: -0.997868 0.877656 -0.873872 
 Neuron 61: -0.738292 -0.278932 -0.705758 
 Neuron 62: -1.45259 1.42013 1.44564 
 Neuron 63: 1.50679 1.56349 -1.47469 

Layer 2 weights:
 Neuron 0: -0.175343 -1.10985 0.865191 -1.58484 -1.70604 -0.0826682 0.574963 -0.922925 0.910921 0.663502 0.820428 -0.471565 0.7921 -0.520972 -0.50748 -0.306817 0.681998 1.88049 0.729146 0.5951 -0.465221 -0.579332 0.554072 0.515406 -0.240841 2.00438 -0.452083 -0.914059 -0.583428 -0.244895 -0.29747 -0.865952 0.269654 -0.400132 -1.06343 2.19984 -0.0725991 0.465541 -0.892521 -0.471059 0.25605 1.18096 -0.314012 0.178161 -3.07773 1.88115 0.715055 0.170683 0.986932 1.03442 -1.33164 0.636264 1.51378 -1.09433 0.248459 -0.492347 0.941275 -1.24018 -0.310052 0.383411 -0.276334 0.968354 -0.00163057 -1.98455 -2.04197 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.960884 
0 -- 0.0386877 
1 -- 0.961393 
0 -- 0.0389323 
We end!! => Final test error: 0.00150825
**********
SEED 3
**********
Iteration 1	 Training error: 0.278322
Iteration 2	 Training error: 0.271157
Iteration 3	 Training error: 0.260731
Iteration 4	 Training error: 0.248717
Iteration 5	 Training error: 0.241493
Iteration 6	 Training error: 0.229408
Iteration 7	 Training error: 0.222177
Iteration 8	 Training error: 0.216659
Iteration 9	 Training error: 0.21231
Iteration 10	 Training error: 0.207192
Iteration 11	 Training error: 0.200851
Iteration 12	 Training error: 0.195172
Iteration 13	 Training error: 0.189805
Iteration 14	 Training error: 0.18462
Iteration 15	 Training error: 0.17898
Iteration 16	 Training error: 0.173501
Iteration 17	 Training error: 0.168243
Iteration 18	 Training error: 0.163
Iteration 19	 Training error: 0.157538
Iteration 20	 Training error: 0.152091
Iteration 21	 Training error: 0.14679
Iteration 22	 Training error: 0.141554
Iteration 23	 Training error: 0.136295
Iteration 24	 Training error: 0.13108
Iteration 25	 Training error: 0.125975
Iteration 26	 Training error: 0.120959
Iteration 27	 Training error: 0.116006
Iteration 28	 Training error: 0.111141
Iteration 29	 Training error: 0.1064
Iteration 30	 Training error: 0.101784
Iteration 31	 Training error: 0.0972878
Iteration 32	 Training error: 0.0929227
Iteration 33	 Training error: 0.0887062
Iteration 34	 Training error: 0.084643
Iteration 35	 Training error: 0.0807326
Iteration 36	 Training error: 0.0769778
Iteration 37	 Training error: 0.0733836
Iteration 38	 Training error: 0.069951
Iteration 39	 Training error: 0.0666775
Iteration 40	 Training error: 0.0635607
Iteration 41	 Training error: 0.0605985
Iteration 42	 Training error: 0.0577876
Iteration 43	 Training error: 0.0551237
Iteration 44	 Training error: 0.0526013
Iteration 45	 Training error: 0.0502152
Iteration 46	 Training error: 0.0479599
Iteration 47	 Training error: 0.0458296
Iteration 48	 Training error: 0.0438183
Iteration 49	 Training error: 0.0419199
Iteration 50	 Training error: 0.0401284
Iteration 51	 Training error: 0.038438
Iteration 52	 Training error: 0.036843
Iteration 53	 Training error: 0.0353379
Iteration 54	 Training error: 0.0339172
Iteration 55	 Training error: 0.0325759
Iteration 56	 Training error: 0.0313092
Iteration 57	 Training error: 0.0301123
Iteration 58	 Training error: 0.0289811
Iteration 59	 Training error: 0.0279112
Iteration 60	 Training error: 0.026899
Iteration 61	 Training error: 0.0259407
Iteration 62	 Training error: 0.025033
Iteration 63	 Training error: 0.0241725
Iteration 64	 Training error: 0.0233565
Iteration 65	 Training error: 0.0225821
Iteration 66	 Training error: 0.0218467
Iteration 67	 Training error: 0.0211478
Iteration 68	 Training error: 0.0204833
Iteration 69	 Training error: 0.019851
Iteration 70	 Training error: 0.019249
Iteration 71	 Training error: 0.0186754
Iteration 72	 Training error: 0.0181285
Iteration 73	 Training error: 0.0176068
Iteration 74	 Training error: 0.0171087
Iteration 75	 Training error: 0.016633
Iteration 76	 Training error: 0.0161782
Iteration 77	 Training error: 0.0157433
Iteration 78	 Training error: 0.0153271
Iteration 79	 Training error: 0.0149285
Iteration 80	 Training error: 0.0145466
Iteration 81	 Training error: 0.0141804
Iteration 82	 Training error: 0.0138292
Iteration 83	 Training error: 0.0134921
Iteration 84	 Training error: 0.0131683
Iteration 85	 Training error: 0.0128572
Iteration 86	 Training error: 0.0125581
Iteration 87	 Training error: 0.0122704
Iteration 88	 Training error: 0.0119935
Iteration 89	 Training error: 0.0117269
Iteration 90	 Training error: 0.0114701
Iteration 91	 Training error: 0.0112225
Iteration 92	 Training error: 0.0109838
Iteration 93	 Training error: 0.0107535
Iteration 94	 Training error: 0.0105312
Iteration 95	 Training error: 0.0103166
Iteration 96	 Training error: 0.0101093
Iteration 97	 Training error: 0.00990886
Iteration 98	 Training error: 0.00971511
Iteration 99	 Training error: 0.00952771
Iteration 100	 Training error: 0.00934636
Iteration 101	 Training error: 0.00917082
Iteration 102	 Training error: 0.00900081
Iteration 103	 Training error: 0.00883612
Iteration 104	 Training error: 0.0086765
Iteration 105	 Training error: 0.00852176
Iteration 106	 Training error: 0.00837168
Iteration 107	 Training error: 0.00822607
Iteration 108	 Training error: 0.00808476
Iteration 109	 Training error: 0.00794756
Iteration 110	 Training error: 0.00781432
Iteration 111	 Training error: 0.00768488
Iteration 112	 Training error: 0.00755909
Iteration 113	 Training error: 0.00743681
Iteration 114	 Training error: 0.0073179
Iteration 115	 Training error: 0.00720224
Iteration 116	 Training error: 0.0070897
Iteration 117	 Training error: 0.00698018
Iteration 118	 Training error: 0.00687355
Iteration 119	 Training error: 0.00676972
Iteration 120	 Training error: 0.00666857
Iteration 121	 Training error: 0.00657002
Iteration 122	 Training error: 0.00647398
Iteration 123	 Training error: 0.00638035
Iteration 124	 Training error: 0.00628906
Iteration 125	 Training error: 0.00620001
Iteration 126	 Training error: 0.00611314
Iteration 127	 Training error: 0.00602837
Iteration 128	 Training error: 0.00594563
Iteration 129	 Training error: 0.00586486
Iteration 130	 Training error: 0.00578598
Iteration 131	 Training error: 0.00570894
Iteration 132	 Training error: 0.00563368
Iteration 133	 Training error: 0.00556014
Iteration 134	 Training error: 0.00548826
Iteration 135	 Training error: 0.005418
Iteration 136	 Training error: 0.0053493
Iteration 137	 Training error: 0.00528211
Iteration 138	 Training error: 0.00521639
Iteration 139	 Training error: 0.0051521
Iteration 140	 Training error: 0.00508919
Iteration 141	 Training error: 0.00502761
Iteration 142	 Training error: 0.00496734
Iteration 143	 Training error: 0.00490832
Iteration 144	 Training error: 0.00485053
Iteration 145	 Training error: 0.00479393
Iteration 146	 Training error: 0.00473849
Iteration 147	 Training error: 0.00468416
Iteration 148	 Training error: 0.00463093
Iteration 149	 Training error: 0.00457875
Iteration 150	 Training error: 0.00452761
Iteration 151	 Training error: 0.00447746
Iteration 152	 Training error: 0.00442829
Iteration 153	 Training error: 0.00438007
Iteration 154	 Training error: 0.00433277
Iteration 155	 Training error: 0.00428637
Iteration 156	 Training error: 0.00424084
Iteration 157	 Training error: 0.00419616
Iteration 158	 Training error: 0.00415231
Iteration 159	 Training error: 0.00410926
Iteration 160	 Training error: 0.004067
Iteration 161	 Training error: 0.00402551
Iteration 162	 Training error: 0.00398476
Iteration 163	 Training error: 0.00394474
Iteration 164	 Training error: 0.00390543
Iteration 165	 Training error: 0.00386681
Iteration 166	 Training error: 0.00382886
Iteration 167	 Training error: 0.00379157
Iteration 168	 Training error: 0.00375492
Iteration 169	 Training error: 0.0037189
Iteration 170	 Training error: 0.00368349
Iteration 171	 Training error: 0.00364868
Iteration 172	 Training error: 0.00361445
Iteration 173	 Training error: 0.00358078
Iteration 174	 Training error: 0.00354768
Iteration 175	 Training error: 0.00351511
Iteration 176	 Training error: 0.00348307
Iteration 177	 Training error: 0.00345156
Iteration 178	 Training error: 0.00342054
Iteration 179	 Training error: 0.00339003
Iteration 180	 Training error: 0.00335999
Iteration 181	 Training error: 0.00333043
Iteration 182	 Training error: 0.00330133
Iteration 183	 Training error: 0.00327268
Iteration 184	 Training error: 0.00324447
Iteration 185	 Training error: 0.0032167
Iteration 186	 Training error: 0.00318935
Iteration 187	 Training error: 0.00316241
Iteration 188	 Training error: 0.00313588
Iteration 189	 Training error: 0.00310974
Iteration 190	 Training error: 0.00308399
Iteration 191	 Training error: 0.00305862
Iteration 192	 Training error: 0.00303362
Iteration 193	 Training error: 0.00300899
Iteration 194	 Training error: 0.00298471
Iteration 195	 Training error: 0.00296079
Iteration 196	 Training error: 0.0029372
Iteration 197	 Training error: 0.00291395
Iteration 198	 Training error: 0.00289103
Iteration 199	 Training error: 0.00286843
Iteration 200	 Training error: 0.00284615
Iteration 201	 Training error: 0.00282417
Iteration 202	 Training error: 0.0028025
Iteration 203	 Training error: 0.00278113
Iteration 204	 Training error: 0.00276005
Iteration 205	 Training error: 0.00273925
Iteration 206	 Training error: 0.00271873
Iteration 207	 Training error: 0.00269849
Iteration 208	 Training error: 0.00267852
Iteration 209	 Training error: 0.00265881
Iteration 210	 Training error: 0.00263936
Iteration 211	 Training error: 0.00262017
Iteration 212	 Training error: 0.00260123
Iteration 213	 Training error: 0.00258253
Iteration 214	 Training error: 0.00256408
Iteration 215	 Training error: 0.00254586
Iteration 216	 Training error: 0.00252787
Iteration 217	 Training error: 0.00251011
Iteration 218	 Training error: 0.00249257
Iteration 219	 Training error: 0.00247526
Iteration 220	 Training error: 0.00245816
Iteration 221	 Training error: 0.00244127
Iteration 222	 Training error: 0.00242459
Iteration 223	 Training error: 0.00240812
Iteration 224	 Training error: 0.00239184
Iteration 225	 Training error: 0.00237577
Iteration 226	 Training error: 0.00235988
Iteration 227	 Training error: 0.00234419
Iteration 228	 Training error: 0.00232869
Iteration 229	 Training error: 0.00231337
Iteration 230	 Training error: 0.00229823
Iteration 231	 Training error: 0.00228328
Iteration 232	 Training error: 0.00226849
Iteration 233	 Training error: 0.00225388
Iteration 234	 Training error: 0.00223944
Iteration 235	 Training error: 0.00222516
Iteration 236	 Training error: 0.00221105
Iteration 237	 Training error: 0.0021971
Iteration 238	 Training error: 0.00218331
Iteration 239	 Training error: 0.00216967
Iteration 240	 Training error: 0.00215619
Iteration 241	 Training error: 0.00214286
Iteration 242	 Training error: 0.00212968
Iteration 243	 Training error: 0.00211664
Iteration 244	 Training error: 0.00210375
Iteration 245	 Training error: 0.002091
Iteration 246	 Training error: 0.00207839
Iteration 247	 Training error: 0.00206591
Iteration 248	 Training error: 0.00205358
Iteration 249	 Training error: 0.00204137
Iteration 250	 Training error: 0.0020293
Iteration 251	 Training error: 0.00201735
Iteration 252	 Training error: 0.00200553
Iteration 253	 Training error: 0.00199384
Iteration 254	 Training error: 0.00198227
Iteration 255	 Training error: 0.00197082
Iteration 256	 Training error: 0.00195949
Iteration 257	 Training error: 0.00194828
Iteration 258	 Training error: 0.00193719
Iteration 259	 Training error: 0.0019262
Iteration 260	 Training error: 0.00191534
Iteration 261	 Training error: 0.00190458
Iteration 262	 Training error: 0.00189393
Iteration 263	 Training error: 0.00188339
Iteration 264	 Training error: 0.00187296
Iteration 265	 Training error: 0.00186263
Iteration 266	 Training error: 0.0018524
Iteration 267	 Training error: 0.00184228
Iteration 268	 Training error: 0.00183225
Iteration 269	 Training error: 0.00182233
Iteration 270	 Training error: 0.0018125
Iteration 271	 Training error: 0.00180277
Iteration 272	 Training error: 0.00179313
Iteration 273	 Training error: 0.00178359
Iteration 274	 Training error: 0.00177413
Iteration 275	 Training error: 0.00176477
Iteration 276	 Training error: 0.0017555
Iteration 277	 Training error: 0.00174632
Iteration 278	 Training error: 0.00173722
Iteration 279	 Training error: 0.00172821
Iteration 280	 Training error: 0.00171929
Iteration 281	 Training error: 0.00171045
Iteration 282	 Training error: 0.00170169
Iteration 283	 Training error: 0.00169301
Iteration 284	 Training error: 0.00168442
Iteration 285	 Training error: 0.0016759
Iteration 286	 Training error: 0.00166746
Iteration 287	 Training error: 0.0016591
Iteration 288	 Training error: 0.00165081
Iteration 289	 Training error: 0.0016426
Iteration 290	 Training error: 0.00163446
Iteration 291	 Training error: 0.0016264
Iteration 292	 Training error: 0.00161841
Iteration 293	 Training error: 0.00161049
Iteration 294	 Training error: 0.00160264
Iteration 295	 Training error: 0.00159486
Iteration 296	 Training error: 0.00158715
Iteration 297	 Training error: 0.00157951
Iteration 298	 Training error: 0.00157193
Iteration 299	 Training error: 0.00156442
Iteration 300	 Training error: 0.00155698
Iteration 301	 Training error: 0.0015496
Iteration 302	 Training error: 0.00154228
Iteration 303	 Training error: 0.00153503
Iteration 304	 Training error: 0.00152784
Iteration 305	 Training error: 0.00152071
Iteration 306	 Training error: 0.00151364
Iteration 307	 Training error: 0.00150663
Iteration 308	 Training error: 0.00149968
Iteration 309	 Training error: 0.00149278
Iteration 310	 Training error: 0.00148595
Iteration 311	 Training error: 0.00147917
Iteration 312	 Training error: 0.00147245
Iteration 313	 Training error: 0.00146579
Iteration 314	 Training error: 0.00145918
Iteration 315	 Training error: 0.00145262
Iteration 316	 Training error: 0.00144612
Iteration 317	 Training error: 0.00143967
We exit because the training is not improving!!
Iteration 1001	 Training error: 0.00143327
NETWORK WEIGHTS
===============
Layer 1 weights:
 Neuron 0: -0.0373519 -0.552987 -0.143314 
 Neuron 1: -0.0483548 -0.414508 -0.705471 
 Neuron 2: 1.37199 1.41889 1.44915 
 Neuron 3: -0.808969 -1.08237 -0.664039 
 Neuron 4: -0.855172 0.663485 0.99778 
 Neuron 5: 0.560399 -0.94528 -0.207951 
 Neuron 6: -1.26821 -1.08387 -1.18946 
 Neuron 7: -0.234399 -0.875099 -0.0471935 
 Neuron 8: -0.725287 0.748733 0.00913364 
 Neuron 9: 0.616151 -0.80285 0.897142 
 Neuron 10: 1.23467 1.24409 -1.30752 
 Neuron 11: -0.655562 -0.541849 -0.174762 
 Neuron 12: -0.279909 0.474391 -0.409703 
 Neuron 13: -0.195696 -0.860434 -0.0512751 
 Neuron 14: 1.6434 -1.6482 1.64988 
 Neuron 15: 0.779492 -1.10169 0.996062 
 Neuron 16: 1.16267 -1.21564 -1.04675 
 Neuron 17: -1.04167 -0.648087 -0.683024 
 Neuron 18: 0.208767 0.152892 -0.467692 
 Neuron 19: -0.924124 -1.01039 0.769778 
 Neuron 20: -1.48638 1.44129 -1.40495 
 Neuron 21: -0.733559 -0.941335 -0.0766046 
 Neuron 22: 0.282852 -0.424783 -0.607935 
 Neuron 23: 0.794995 0.686642 -0.806844 
 Neuron 24: -1.2576 -1.10808 -1.04606 
 Neuron 25: 1.19761 1.17307 -1.11032 
 Neuron 26: 0.561692 0.431582 -0.315521 
 Neuron 27: -0.767244 -0.355839 0.818657 
 Neuron 28: -0.0571311 -0.350409 0.0493439 
 Neuron 29: 0.491871 -0.159585 0.286896 
 Neuron 30: -0.585427 0.0569471 -0.00213062 
 Neuron 31: -0.156878 0.364796 -0.113298 
 Neuron 32: 0.675494 -0.357379 0.373184 
 Neuron 33: -0.763818 0.877589 0.30662 
 Neuron 34: -0.730433 1.02305 0.691892 
 Neuron 35: 0.845505 0.886942 -0.733523 
 Neuron 36: -0.588621 0.290574 -0.882164 
 Neuron 37: 0.404121 0.169792 0.516761 
 Neuron 38: 0.796404 -0.955793 -0.981363 
 Neuron 39: -1.35666 1.39494 1.30489 
 Neuron 40: 1.27745 -1.32174 -1.27932 
 Neuron 41: -0.370873 -0.124055 0.56998 
 Neuron 42: 0.647202 0.183073 0.946232 
 Neuron 43: 0.874955 0.844676 1.06463 
 Neuron 44: -0.917387 0.887528 0.610285 
 Neuron 45: 0.371074 0.56301 0.457646 
 Neuron 46: 1.51833 1.52438 -1.45861 
 Neuron 47: -1.34256 1.23926 1.30645 
 Neuron 48: 1.19661 -1.1222 -1.24912 
 Neuron 49: 1.37525 1.26607 1.3942 
 Neuron 50: 0.0179139 -0.0109796 -0.894028 
 Neuron 51: 0.299613 0.588865 0.17731 
 Neuron 52: 0.0295493 0.19733 -0.888497 
 Neuron 53: -0.473277 -0.628292 0.515015 
 Neuron 54: -0.327934 -0.425432 0.182339 
 Neuron 55: -0.72096 0.839157 -0.521008 
 Neuron 56: 0.677811 0.699129 0.415318 
 Neuron 57: -1.45793 1.46151 -1.47839 
 Neuron 58: -0.930398 0.484384 -0.0175473 
 Neuron 59: -1.54949 1.49535 -1.53581 
 Neuron 60: -1.18058 -1.06514 0.987649 
 Neuron 61: -1.23507 1.19696 -1.08719 
 Neuron 62: 0.245643 -0.245007 0.92638 
 Neuron 63: 0.330107 0.40905 -0.434622 

Layer 2 weights:
 Neuron 0: -0.240794 -0.772794 0.0601264 1.8606 -0.793855 -0.651827 -0.0793167 -1.38781 -0.373876 0.071982 -0.77035 -1.47972 0.0177932 -0.163515 0.754047 -2.26246 -0.800488 1.1805 -1.00755 -0.0921865 1.08008 1.67254 -0.0218638 0.559749 -1.10708 -1.26519 -1.51956 -0.936229 0.775959 0.59561 -0.436515 -0.398696 0.785645 0.264569 -0.532371 -0.951831 -0.890804 0.231258 -0.205743 0.759233 -1.77111 1.37597 0.492981 0.308303 1.18587 -0.335296 0.467438 -1.75922 -1.38216 1.37156 1.54344 -0.490941 0.0153422 -0.37949 1.01343 0.0775367 0.407554 1.00337 1.5993 -0.0850616 1.89439 1.25197 1.26388 0.151251 0.1184 

Desired output Vs Obtained output (test)
=========================================
1 -- 0.962535 
0 -- 0.037959 
1 -- 0.961717 
0 -- 0.0377223 
We end!! => Final test error: 0.00143327
**********
SEED 4
**********
Iteration 1	 Training error: 0.459311
Iteration 2	 Training error: 0.429562
Iteration 3	 Training error: 0.366523
Iteration 4	 Training error: 0.320042
Iteration 5	 Training error: 0.319192
Iteration 6	 Training error: 0.308159
Iteration 7	 Training error: 0.272711
Iteration 8	 Training error: 0.266903
Iteration 9	 Training error: 0.259573
Iteration 10	 Training error: 0.238687
Iteration 11	 Training error: 0.234119
Iteration 12	 Training error: 0.223456
Iteration 13	 Training error: 0.219328
Iteration 14	 Training error: 0.212686
Iteration 15	 Training error: 0.2066
Iteration 16	 Training error: 0.202104
Iteration 17	 Training error: 0.198424
Iteration 18	 Training error: 0.1937
Iteration 19	 Training error: 0.18796
Iteration 20	 Training error: 0.182911
Iteration 21	 Training error: 0.178239
Iteration 22	 Training error: 0.173375
Iteration 23	 Training error: 0.168154
Iteration 24	 Training error: 0.163155
Iteration 25	 Training error: 0.158314
Iteration 26	 Training error: 0.153369
Iteration 27	 Training error: 0.148268
Iteration 28	 Training error: 0.143248
Iteration 29	 Training error: 0.138322
Iteration 30	 Training error: 0.133379
Iteration 31	 Training error: 0.128414
Iteration 32	 Training error: 0.123526
Iteration 33	 Training error: 0.11873
Iteration 34	 Training error: 0.113991
Iteration 35	 Training error: 0.10932
Iteration 36	 Training error: 0.10476
Iteration 37	 Training error: 0.100323
Iteration 38	 Training error: 0.0960019
Iteration 39	 Training error: 0.0918026
Iteration 40	 Training error: 0.0877434
Iteration 41	 Training error: 0.0838311
Iteration 42	 Training error: 0.0800646
Iteration 43	 Training error: 0.0764455
Iteration 44	 Training error: 0.0729789
Iteration 45	 Training error: 0.0696664
Iteration 46	 Training error: 0.0665056
Iteration 47	 Training error: 0.0634938
Iteration 48	 Training error: 0.0606292
Iteration 49	 Training error: 0.0579088
Iteration 50	 Training error: 0.0553283
Iteration 51	 Training error: 0.0528825
Iteration 52	 Training error: 0.0505664
Iteration 53	 Training error: 0.0483748
Iteration 54	 Training error: 0.0463022
Iteration 55	 Training error: 0.0443428
Iteration 56	 Training error: 0.0424908
Iteration 57	 Training error: 0.0407408
Iteration 58	 Training error: 0.0390871
Iteration 59	 Training error: 0.0375244
Iteration 60	 Training error: 0.0360475
Iteration 61	 Training error: 0.0346514
Iteration 62	 Training error: 0.0333312
Iteration 63	 Training error: 0.0320825
Iteration 64	 Training error: 0.0309008
Iteration 65	 Training error: 0.0297821
Iteration 66	 Training error: 0.0287225
Iteration 67	 Training error: 0.0277184
Iteration 68	 Training error: 0.0267663
Iteration 69	 Training error: 0.025863
Iteration 70	 Training error: 0.0250055
Iteration 71	 Training error: 0.0241911
Iteration 72	 Training error: 0.023417
Iteration 73	 Training error: 0.0226808
Iteration 74	 Training error: 0.0219803
Iteration 75	 Training error: 0.0213132
Iteration 76	 Training error: 0.0206775
Iteration 77	 Training error: 0.0200715
Iteration 78	 Training error: 0.0194933
Iteration 79	 Training error: 0.0189413
Iteration 80	 Training error: 0.018414
Iteration 81	 Training error: 0.01791
Iteration 82	 Training error: 0.017428
Iteration 83	 Training error: 0.0169667
Iteration 84	 Training error: 0.016525
Iteration 85	 Training error: 0.0161018
Iteration 86	 Training error: 0.015696
Iteration 87	 Training error: 0.0153068
Iteration 88	 Training error: 0.0149333
Iteration 89	 Training error: 0.0145745
Iteration 90	 Training error: 0.0142299
Iteration 91	 Training error: 0.0138985
Iteration 92	 Training error: 0.0135798
Iteration 93	 Training error: 0.0132731
Iteration 94	 Training error: 0.0129778
Iteration 95	 Training error: 0.0126934
Iteration 96	 Training error: 0.0124192
Iteration 97	 Training error: 0.0121548
Iteration 98	 Training error: 0.0118998
Iteration 99	 Training error: 0.0116537
Iteration 100	 Training error: 0.0114161
Iteration 101	 Training error: 0.0111865
Iteration 102	 Training error: 0.0109647
Iteration 103	 Training error: 0.0107502
Iteration 104	 Training error: 0.0105428
Iteration 105	 Training error: 0.010342
Iteration 106	 Training error: 0.0101478
Iteration 107	 Training error: 0.00995961
Iteration 108	 Training error: 0.00977735
Iteration 109	 Training error: 0.00960073
Iteration 110	 Training error: 0.0094295
Iteration 111	 Training error: 0.00926344
Iteration 112	 Training error: 0.00910234
Iteration 113	 Training error: 0.008946
Iteration 114	 Training error: 0.00879422
Iteration 115	 Training error: 0.00864683
Iteration 116	 Training error: 0.00850364
Iteration 117	 Training error: 0.0083645
Iteration 118	 Training error: 0.00822925
Iteration 119	 Training error: 0.00809773
Iteration 120	 Training error: 0.00796981
Iteration 121	 Training error: 0.00784536
Iteration 122	 Training error: 0.00772423
Iteration 123	 Training error: 0.00760632
Iteration 124	 Training error: 0.0074915
Iteration 125	 Training error: 0.00737966
Iteration 126	 Training error: 0.00727069
Iteration 127	 Training error: 0.0071645
Iteration 128	 Training error: 0.00706098
Iteration 129	 Training error: 0.00696004
Iteration 130	 Training error: 0.00686159
Iteration 131	 Training error: 0.00676555
Iteration 132	 Training error: 0.00667184
Iteration 133	 Training error: 0.00658037
Iteration 134	 Training error: 0.00649108
Iteration 135	 Training error: 0.00640388
Iteration 136	 Training error: 0.00631872
Iteration 137	 Training error: 0.00623553
Iteration 138	 Training error: 0.00615424
Iteration 139	 Training error: 0.00607479
Iteration 140	 Training error: 0.00599713
Iteration 141	 Training error: 0.0059212
Iteration 142	 Training error: 0.00584694
Iteration 143	 Training error: 0.00577431
Iteration 144	 Training error: 0.00570325
Iteration 145	 Training error: 0.00563372
Iteration 146	 Training error: 0.00556567
Iteration 147	 Training error: 0.00549905
Iteration 148	 Training error: 0.00543384
Iteration 149	 Training error: 0.00536997
Iteration 150	 Training error: 0.00530742
Iteration 151	 Training error: 0.00524614
Iteration 152	 Training error: 0.00518611
Iteration 153	 Training error: 0.00512728
Iteration 154	 Training error: 0.00506963
Iteration 155	 Training error: 0.00501311
Iteration 156	 Training error: 0.0049577
Iteration 157	 Training error: 0.00490336
Iteration 158	 Training error: 0.00485007
Iteration 159	 Training error: 0.00479781
Iteration 160	 Training error: 0.00474653
Iteration 161	 Training error: 0.00469622
Iteration 162	 Training error: 0.00464685
Iteration 163	 Training error: 0.00459839
Iteration 164	 Training error: 0.00455083
Iteration 165	 Training error: 0.00450413
Iteration 166	 Training error: 0.00445828
Iteration 167	 Training error: 0.00441326
Iteration 168	 Training error: 0.00436903
Iteration 169	 Training error: 0.00432559
Iteration 170	 Training error: 0.00428292
